calibration_task-0-keypress: {""altKey"":false,""charCode"":35,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":true,""timeStamp"":1301726312327,""which"":35}
calibration_task-0-keypress_before_show_prompt_count: 0
calibration_task-0-reaction-time: 11289
calibration_task-0-time-of-doTask: 1302071900092
calibration_task-0-time-of-keypress: 1302071912327
calibration_task-0-time-of-showCharacters: 1302071901038
calibration_task-1-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726325969,""which"":97}
calibration_task-1-keypress_before_show_prompt_count: 1
calibration_task-1-reaction-time: 7467
calibration_task-1-time-of-doTask: 1302071913330
calibration_task-1-time-of-keypress: 1302071925969
calibration_task-1-time-of-showCharacters: 1302071918502
calibration_task-10-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726352341,""which"":97}
calibration_task-10-keypress_before_show_prompt_count: 0
calibration_task-10-reaction-time: 27
calibration_task-10-time-of-doTask: 1302071950728
calibration_task-10-time-of-keypress: 1302071952341
calibration_task-10-time-of-showCharacters: 1302071952314
calibration_task-11-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726354375,""which"":97}
calibration_task-11-keypress_before_show_prompt_count: 0
calibration_task-11-reaction-time: 312
calibration_task-11-time-of-doTask: 1302071953344
calibration_task-11-time-of-keypress: 1302071954375
calibration_task-11-time-of-showCharacters: 1302071954063
calibration_task-12-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726356672,""which"":97}
calibration_task-12-keypress_before_show_prompt_count: 0
calibration_task-12-reaction-time: 241
calibration_task-12-time-of-doTask: 1302071955377
calibration_task-12-time-of-keypress: 1302071956672
calibration_task-12-time-of-showCharacters: 1302071956431
calibration_task-13-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726358564,""which"":97}
calibration_task-13-keypress_before_show_prompt_count: 0
calibration_task-13-reaction-time: 229
calibration_task-13-time-of-doTask: 1302071957675
calibration_task-13-time-of-keypress: 1302071958564
calibration_task-13-time-of-showCharacters: 1302071958335
calibration_task-14-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726362394,""which"":97}
calibration_task-14-keypress_before_show_prompt_count: 1
calibration_task-14-reaction-time: 204
calibration_task-14-time-of-doTask: 1302071959566
calibration_task-14-time-of-keypress: 1302071962395
calibration_task-14-time-of-showCharacters: 1302071962191
calibration_task-15-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726364807,""which"":97}
calibration_task-15-keypress_before_show_prompt_count: 0
calibration_task-15-reaction-time: 257
calibration_task-15-time-of-doTask: 1302071963397
calibration_task-15-time-of-keypress: 1302071964807
calibration_task-15-time-of-showCharacters: 1302071964550
calibration_task-16-keypress: {""altKey"":false,""charCode"":100,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726367059,""which"":100}
calibration_task-16-keypress_before_show_prompt_count: 0
calibration_task-16-reaction-time: 347
calibration_task-16-time-of-doTask: 1302071965809
calibration_task-16-time-of-keypress: 1302071967060
calibration_task-16-time-of-showCharacters: 1302071966713
calibration_task-17-keypress: {""altKey"":false,""charCode"":32,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726369142,""which"":32}
calibration_task-17-keypress_before_show_prompt_count: 0
calibration_task-17-reaction-time: 246
calibration_task-17-time-of-doTask: 1302071968062
calibration_task-17-time-of-keypress: 1302071969142
calibration_task-17-time-of-showCharacters: 1302071968896
calibration_task-18-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726370864,""which"":97}
calibration_task-18-keypress_before_show_prompt_count: 0
calibration_task-18-reaction-time: 110
calibration_task-18-time-of-doTask: 1302071970145
calibration_task-18-time-of-keypress: 1302071970865
calibration_task-18-time-of-showCharacters: 1302071970755
calibration_task-19-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726373449,""which"":97}
calibration_task-19-keypress_before_show_prompt_count: 0
calibration_task-19-reaction-time: 271
calibration_task-19-time-of-doTask: 1302071971864
calibration_task-19-time-of-keypress: 1302071973449
calibration_task-19-time-of-showCharacters: 1302071973178
calibration_task-2-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726331878,""which"":97}
calibration_task-2-keypress_before_show_prompt_count: 1
calibration_task-2-reaction-time: 1447
calibration_task-2-time-of-doTask: 1302071926972
calibration_task-2-time-of-keypress: 1302071931879
calibration_task-2-time-of-showCharacters: 1302071930432
calibration_task-20-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726375709,""which"":97}
calibration_task-20-keypress_before_show_prompt_count: 0
calibration_task-20-reaction-time: 15
calibration_task-20-time-of-doTask: 1302071974452
calibration_task-20-time-of-keypress: 1302071975709
calibration_task-20-time-of-showCharacters: 1302071975694
calibration_task-21-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726378285,""which"":97}
calibration_task-21-keypress_before_show_prompt_count: 0
calibration_task-21-reaction-time: 258
calibration_task-21-time-of-doTask: 1302071976712
calibration_task-21-time-of-keypress: 1302071978285
calibration_task-21-time-of-showCharacters: 1302071978027
calibration_task-22-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726380307,""which"":97}
calibration_task-22-keypress_before_show_prompt_count: 0
calibration_task-22-reaction-time: 49
calibration_task-22-time-of-doTask: 1302071979287
calibration_task-22-time-of-keypress: 1302071980307
calibration_task-22-time-of-showCharacters: 1302071980258
calibration_task-23-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726384648,""which"":97}
calibration_task-23-keypress_before_show_prompt_count: 1
calibration_task-23-reaction-time: 276
calibration_task-23-time-of-doTask: 1302071981310
calibration_task-23-time-of-keypress: 1302071984648
calibration_task-23-time-of-showCharacters: 1302071984372
calibration_task-24-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726386935,""which"":97}
calibration_task-24-keypress_before_show_prompt_count: 0
calibration_task-24-reaction-time: 306
calibration_task-24-time-of-doTask: 1302071985650
calibration_task-24-time-of-keypress: 1302071986935
calibration_task-24-time-of-showCharacters: 1302071986629
calibration_task-3-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726334530,""which"":97}
calibration_task-3-keypress_before_show_prompt_count: 0
calibration_task-3-reaction-time: 407
calibration_task-3-time-of-doTask: 1302071932881
calibration_task-3-time-of-keypress: 1302071934530
calibration_task-3-time-of-showCharacters: 1302071934123
calibration_task-4-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726337043,""which"":97}
calibration_task-4-keypress_before_show_prompt_count: 0
calibration_task-4-reaction-time: 322
calibration_task-4-time-of-doTask: 1302071935532
calibration_task-4-time-of-keypress: 1302071937043
calibration_task-4-time-of-showCharacters: 1302071936721
calibration_task-5-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726338994,""which"":97}
calibration_task-5-keypress_before_show_prompt_count: 0
calibration_task-5-reaction-time: 319
calibration_task-5-time-of-doTask: 1302071938046
calibration_task-5-time-of-keypress: 1302071938994
calibration_task-5-time-of-showCharacters: 1302071938675
calibration_task-6-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726342668,""which"":97}
calibration_task-6-keypress_before_show_prompt_count: 1
calibration_task-6-reaction-time: 346
calibration_task-6-time-of-doTask: 1302071939996
calibration_task-6-time-of-keypress: 1302071942668
calibration_task-6-time-of-showCharacters: 1302071942322
calibration_task-7-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726345378,""which"":97}
calibration_task-7-keypress_before_show_prompt_count: 0
calibration_task-7-reaction-time: 252
calibration_task-7-time-of-doTask: 1302071943670
calibration_task-7-time-of-keypress: 1302071945378
calibration_task-7-time-of-showCharacters: 1302071945126
calibration_task-8-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726347558,""which"":97}
calibration_task-8-keypress_before_show_prompt_count: 0
calibration_task-8-reaction-time: 364
calibration_task-8-time-of-doTask: 1302071946382
calibration_task-8-time-of-keypress: 1302071947559
calibration_task-8-time-of-showCharacters: 1302071947195
calibration_task-9-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726349725,""which"":97}
calibration_task-9-keypress_before_show_prompt_count: 0
calibration_task-9-reaction-time: 248
calibration_task-9-time-of-doTask: 1302071948561
calibration_task-9-time-of-keypress: 1302071949725
calibration_task-9-time-of-showCharacters: 1302071949477
duration: 0y 0d 0h 19m 56s 268ms
feedback: The only complaint that I have is some of the pictures were horrible quality.  I think to solve this I would just use the best of each scribble.  To make it harder to tell if they are the same just have different sizes instead of a poor duplicate. 
form-load-time: 1302071853767
form-submit-time: 1302073051622
jQuery.browser.mozilla: true
jQuery.browser.msie: 
jQuery.browser.opera: 
jQuery.browser.safari: 
jQuery.browser.version: 2.0
jQuery.browser.webkit: 
navigator.appCodeName: Mozilla
navigator.appName: Netscape
navigator.appVersion: 5.0 (Windows)
navigator.platform: Win32
navigator.userAgent: Mozilla/5.0 (Windows NT 6.0; rv:2.0) Gecko/20100101 Firefox/4.0
navigator.vendor: 
reject: 
screenAvailHeight: 870
screenAvailWidth: 1440
screenHeight: 900
screenWidth: 1440
submit: Submit
task-0-are-same: true
task-0-character-0-alphabet: korean
task-0-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kdfoh6rdpe04di11ip.png
task-0-character-0-character-number: 04
task-0-character-0-id: a3dfh6dpi11ip
task-0-character-1-alphabet: korean
task-0-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aek0iobwrt7e04easth.png
task-0-character-1-character-number: 04
task-0-character-1-id: ae0ibwt7asth
task-0-is-correct-answer: false
task-0-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726416831,""which"":97}
task-0-keypress_before_show_prompt_count: 0
task-0-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-0-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-0-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-0-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-0-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-0-reaction-time: 567
task-0-time-of-doTask: 1302072015414
task-0-time-of-keypress: 1302072016831
task-0-time-of-showCharacters: 1302072016264
task-1-are-same: false
task-1-character-0-alphabet: korean
task-1-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ks3onjrxhe04cehcip.png
task-1-character-0-character-number: 04
task-1-character-0-id: a1s3njxhehcip
task-1-character-1-alphabet: atemayar
task-1-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/aea0itbwet7m06easth.png
task-1-character-1-character-number: 06
task-1-character-1-id: ae0ibwt7asth
task-1-is-correct-answer: true
task-1-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726419477,""which"":97}
task-1-keypress_before_show_prompt_count: 0
task-1-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-1-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-1-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-1-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-1-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-1-reaction-time: 370
task-1-time-of-doTask: 1302072017840
task-1-time-of-keypress: 1302072019477
task-1-time-of-showCharacters: 1302072019107
task-10-are-same: true
task-10-character-0-alphabet: tagalog
task-10-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1tj8as7ggia05uyto4a.png
task-10-character-0-character-number: 05
task-10-character-0-id: a1j8s7giyto4a
task-10-character-1-alphabet: tagalog
task-10-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1tl2afzgyna05s31zvf.png
task-10-character-1-character-number: 05
task-10-character-1-id: a1l2fzyn31zvf
task-10-is-correct-answer: false
task-10-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726460086,""which"":97}
task-10-keypress_before_show_prompt_count: 0
task-10-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-10-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-10-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-10-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-10-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-10-reaction-time: 504
task-10-time-of-doTask: 1302072058139
task-10-time-of-keypress: 1302072060087
task-10-time-of-showCharacters: 1302072059583
task-100-are-same: false
task-100-character-0-alphabet: sylheti
task-100-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a4s85y8nl7gh173gst4.png
task-100-character-0-character-number: 17
task-100-character-0-id: a4858n7ggst4
task-100-character-1-alphabet: inuktitut
task-100-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1i2xnm8u6dk03u2nbih.png
task-100-character-1-character-number: 03
task-100-character-1-id: a12xm86d2nbih
task-100-is-correct-answer: true
task-100-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726883735,""which"":97}
task-100-keypress_before_show_prompt_count: 0
task-100-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-100-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-100-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-100-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-100-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-100-reaction-time: 926
task-100-time-of-doTask: 1302072481636
task-100-time-of-keypress: 1302072483735
task-100-time-of-showCharacters: 1302072482809
task-101-are-same: true
task-101-character-0-alphabet: korean
task-101-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kmaonxrzoe29lpzden.png
task-101-character-0-character-number: 29
task-101-character-0-id: a1manxzopzden
task-101-character-1-alphabet: korean
task-101-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kd7oxwrp0e29ygand5.png
task-101-character-1-character-number: 29
task-101-character-1-id: a3d7xwp0gand5
task-101-is-correct-answer: true
task-101-keypress: 
task-101-keypress_before_show_prompt_count: 
task-101-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-101-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-101-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-101-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-101-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-101-reaction-time: -1
task-101-time-of-doTask: 1302072484745
task-101-time-of-keypress: 
task-101-time-of-showCharacters: 1302072485480
task-102-are-same: false
task-102-character-0-alphabet: sylheti
task-102-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sa2y5plyfh20ooa9ge.png
task-102-character-0-character-number: 20
task-102-character-0-id: a1a25pyfoa9ge
task-102-character-1-alphabet: inuktitut
task-102-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1iz5n9eub5k038sfxpy.png
task-102-character-1-character-number: 03
task-102-character-1-id: a1z59eb5sfxpy
task-102-is-correct-answer: true
task-102-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726892599,""which"":97}
task-102-keypress_before_show_prompt_count: 0
task-102-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-102-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-102-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-102-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-102-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-102-reaction-time: 852
task-102-time-of-doTask: 1302072490485
task-102-time-of-keypress: 1302072492599
task-102-time-of-showCharacters: 1302072491747
task-103-are-same: false
task-103-character-0-alphabet: inuktitut
task-103-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3imvn1jutwk01hep7xn.png
task-103-character-0-character-number: 01
task-103-character-0-id: a3mv1jtwep7xn
task-103-character-1-alphabet: atemayar
task-103-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avalbtkme6qm06ipb1s.png
task-103-character-1-character-number: 06
task-103-character-1-id: avlbkm6qpb1s
task-103-is-correct-answer: true
task-103-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726895045,""which"":97}
task-103-keypress_before_show_prompt_count: 0
task-103-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-103-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-103-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-103-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-103-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-103-reaction-time: 611
task-103-time-of-doTask: 1302072493609
task-103-time-of-keypress: 1302072495045
task-103-time-of-showCharacters: 1302072494434
task-104-are-same: true
task-104-character-0-alphabet: myanmar
task-104-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mehyrxajpn25klsq0r.png
task-104-character-0-character-number: 25
task-104-character-0-id: a1ehrxjplsq0r
task-104-character-1-alphabet: myanmar
task-104-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ms3ynjaxhn25cehcip.png
task-104-character-1-character-number: 25
task-104-character-1-id: a1s3njxhehcip
task-104-is-correct-answer: true
task-104-keypress: 
task-104-keypress_before_show_prompt_count: 
task-104-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-104-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-104-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-104-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-104-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-104-reaction-time: -1
task-104-time-of-doTask: 1302072496052
task-104-time-of-keypress: 
task-104-time-of-showCharacters: 1302072497150
task-105-are-same: true
task-105-character-0-alphabet: myanmar
task-105-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avmlbykma6qn31ipb1s.png
task-105-character-0-character-number: 31
task-105-character-0-id: avlbkm6qpb1s
task-105-character-1-alphabet: myanmar
task-105-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/admc8yvbakon31vocrr.png
task-105-character-1-character-number: 31
task-105-character-1-id: adc8vbkoocrr
task-105-is-correct-answer: true
task-105-keypress: 
task-105-keypress_before_show_prompt_count: 
task-105-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-105-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-105-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-105-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-105-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-105-reaction-time: -1
task-105-time-of-doTask: 1302072502163
task-105-time-of-keypress: 
task-105-time-of-showCharacters: 1302072502980
task-106-are-same: true
task-106-character-0-alphabet: inuktitut
task-106-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2iqnnqdu7mk02x8zfbo.png
task-106-character-0-character-number: 02
task-106-character-0-id: a2qnqd7m8zfbo
task-106-character-1-alphabet: inuktitut
task-106-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ij8ns7ugik02uyto4a.png
task-106-character-1-character-number: 02
task-106-character-1-id: a1j8s7giyto4a
task-106-is-correct-answer: true
task-106-keypress: 
task-106-keypress_before_show_prompt_count: 
task-106-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-106-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-106-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-106-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-106-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-106-reaction-time: -1
task-106-time-of-doTask: 1302072507990
task-106-time-of-keypress: 
task-106-time-of-showCharacters: 1302072509533
task-107-are-same: false
task-107-character-0-alphabet: tagalog
task-107-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1teharxgjpa10klsq0r.png
task-107-character-0-character-number: 10
task-107-character-0-id: a1ehrxjplsq0r
task-107-character-1-alphabet: sylheti
task-107-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/alsjsyxtl6vh19r0a30.png
task-107-character-1-character-number: 19
task-107-character-1-id: aljsxt6v0a30
task-107-is-correct-answer: true
task-107-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726916402,""which"":97}
task-107-keypress_before_show_prompt_count: 0
task-107-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
