calibration_task-0-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727186085,""which"":97}
calibration_task-0-keypress_before_show_prompt_count: 0
calibration_task-0-reaction-time: 7662
calibration_task-0-time-of-doTask: 1302072777801
calibration_task-0-time-of-keypress: 1302072786085
calibration_task-0-time-of-showCharacters: 1302072778423
calibration_task-1-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727188853,""which"":97}
calibration_task-1-keypress_before_show_prompt_count: 0
calibration_task-1-reaction-time: 425
calibration_task-1-time-of-doTask: 1302072787088
calibration_task-1-time-of-keypress: 1302072788853
calibration_task-1-time-of-showCharacters: 1302072788428
calibration_task-10-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727210661,""which"":97}
calibration_task-10-keypress_before_show_prompt_count: 0
calibration_task-10-reaction-time: 224
calibration_task-10-time-of-doTask: 1302072809231
calibration_task-10-time-of-keypress: 1302072810661
calibration_task-10-time-of-showCharacters: 1302072810437
calibration_task-11-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727217433,""which"":97}
calibration_task-11-keypress_before_show_prompt_count: 1
calibration_task-11-reaction-time: 381
calibration_task-11-time-of-doTask: 1302072811663
calibration_task-11-time-of-keypress: 1302072817433
calibration_task-11-time-of-showCharacters: 1302072817052
calibration_task-12-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727220234,""which"":97}
calibration_task-12-keypress_before_show_prompt_count: 0
calibration_task-12-reaction-time: 293
calibration_task-12-time-of-doTask: 1302072818433
calibration_task-12-time-of-keypress: 1302072820234
calibration_task-12-time-of-showCharacters: 1302072819941
calibration_task-13-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727222834,""which"":97}
calibration_task-13-keypress_before_show_prompt_count: 0
calibration_task-13-reaction-time: 328
calibration_task-13-time-of-doTask: 1302072821235
calibration_task-13-time-of-keypress: 1302072822834
calibration_task-13-time-of-showCharacters: 1302072822506
calibration_task-14-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727225383,""which"":97}
calibration_task-14-keypress_before_show_prompt_count: 0
calibration_task-14-reaction-time: 249
calibration_task-14-time-of-doTask: 1302072823834
calibration_task-14-time-of-keypress: 1302072825383
calibration_task-14-time-of-showCharacters: 1302072825134
calibration_task-15-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727227666,""which"":97}
calibration_task-15-keypress_before_show_prompt_count: 0
calibration_task-15-reaction-time: 298
calibration_task-15-time-of-doTask: 1302072826383
calibration_task-15-time-of-keypress: 1302072827666
calibration_task-15-time-of-showCharacters: 1302072827368
calibration_task-16-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727230193,""which"":97}
calibration_task-16-keypress_before_show_prompt_count: 0
calibration_task-16-reaction-time: 284
calibration_task-16-time-of-doTask: 1302072828668
calibration_task-16-time-of-keypress: 1302072830193
calibration_task-16-time-of-showCharacters: 1302072829909
calibration_task-17-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727232431,""which"":97}
calibration_task-17-keypress_before_show_prompt_count: 0
calibration_task-17-reaction-time: 282
calibration_task-17-time-of-doTask: 1302072831194
calibration_task-17-time-of-keypress: 1302072832431
calibration_task-17-time-of-showCharacters: 1302072832149
calibration_task-18-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727234439,""which"":97}
calibration_task-18-keypress_before_show_prompt_count: 0
calibration_task-18-reaction-time: 310
calibration_task-18-time-of-doTask: 1302072833433
calibration_task-18-time-of-keypress: 1302072834439
calibration_task-18-time-of-showCharacters: 1302072834129
calibration_task-19-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727237017,""which"":97}
calibration_task-19-keypress_before_show_prompt_count: 0
calibration_task-19-reaction-time: 265
calibration_task-19-time-of-doTask: 1302072835441
calibration_task-19-time-of-keypress: 1302072837017
calibration_task-19-time-of-showCharacters: 1302072836752
calibration_task-2-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727191260,""which"":97}
calibration_task-2-keypress_before_show_prompt_count: 0
calibration_task-2-reaction-time: 327
calibration_task-2-time-of-doTask: 1302072789854
calibration_task-2-time-of-keypress: 1302072791260
calibration_task-2-time-of-showCharacters: 1302072790933
calibration_task-20-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727239266,""which"":97}
calibration_task-20-keypress_before_show_prompt_count: 0
calibration_task-20-reaction-time: 251
calibration_task-20-time-of-doTask: 1302072838018
calibration_task-20-time-of-keypress: 1302072839266
calibration_task-20-time-of-showCharacters: 1302072839015
calibration_task-21-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727241790,""which"":97}
calibration_task-21-keypress_before_show_prompt_count: 0
calibration_task-21-reaction-time: 273
calibration_task-21-time-of-doTask: 1302072840268
calibration_task-21-time-of-keypress: 1302072841790
calibration_task-21-time-of-showCharacters: 1302072841517
calibration_task-22-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727243939,""which"":97}
calibration_task-22-keypress_before_show_prompt_count: 0
calibration_task-22-reaction-time: 262
calibration_task-22-time-of-doTask: 1302072842792
calibration_task-22-time-of-keypress: 1302072843939
calibration_task-22-time-of-showCharacters: 1302072843677
calibration_task-23-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727246160,""which"":97}
calibration_task-23-keypress_before_show_prompt_count: 0
calibration_task-23-reaction-time: 262
calibration_task-23-time-of-doTask: 1302072844940
calibration_task-23-time-of-keypress: 1302072846160
calibration_task-23-time-of-showCharacters: 1302072845898
calibration_task-24-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727248421,""which"":97}
calibration_task-24-keypress_before_show_prompt_count: 0
calibration_task-24-reaction-time: 251
