calibration_task-0-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726683723,""which"":97}
calibration_task-0-keypress_before_show_prompt_count: 0
calibration_task-0-reaction-time: 27259
calibration_task-0-time-of-doTask: 1302072255296
calibration_task-0-time-of-keypress: 1302072283725
calibration_task-0-time-of-showCharacters: 1302072256466
calibration_task-1-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726691435,""which"":97}
calibration_task-1-keypress_before_show_prompt_count: 0
calibration_task-1-reaction-time: 5307
calibration_task-1-time-of-doTask: 1302072284745
calibration_task-1-time-of-keypress: 1302072291436
calibration_task-1-time-of-showCharacters: 1302072286129
calibration_task-10-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726717423,""which"":97}
calibration_task-10-keypress_before_show_prompt_count: 0
calibration_task-10-reaction-time: 256
calibration_task-10-time-of-doTask: 1302072316228
calibration_task-10-time-of-keypress: 1302072317423
calibration_task-10-time-of-showCharacters: 1302072317167
calibration_task-11-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726719499,""which"":97}
calibration_task-11-keypress_before_show_prompt_count: 0
calibration_task-11-reaction-time: 420
calibration_task-11-time-of-doTask: 1302072318436
calibration_task-11-time-of-keypress: 1302072319500
calibration_task-11-time-of-showCharacters: 1302072319080
calibration_task-12-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726725418,""which"":97}
calibration_task-12-keypress_before_show_prompt_count: 1
calibration_task-12-reaction-time: 421
calibration_task-12-time-of-doTask: 1302072320515
calibration_task-12-time-of-keypress: 1302072325420
calibration_task-12-time-of-showCharacters: 1302072324999
calibration_task-13-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726728106,""which"":97}
calibration_task-13-keypress_before_show_prompt_count: 0
calibration_task-13-reaction-time: 444
calibration_task-13-time-of-doTask: 1302072326439
calibration_task-13-time-of-keypress: 1302072328107
calibration_task-13-time-of-showCharacters: 1302072327663
calibration_task-14-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726730564,""which"":97}
calibration_task-14-keypress_before_show_prompt_count: 0
calibration_task-14-reaction-time: 272
calibration_task-14-time-of-doTask: 1302072329119
calibration_task-14-time-of-keypress: 1302072330565
calibration_task-14-time-of-showCharacters: 1302072330293
calibration_task-15-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726733129,""which"":97}
calibration_task-15-keypress_before_show_prompt_count: 0
calibration_task-15-reaction-time: 278
calibration_task-15-time-of-doTask: 1302072331577
calibration_task-15-time-of-keypress: 1302072333130
calibration_task-15-time-of-showCharacters: 1302072332852
calibration_task-16-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726735979,""which"":97}
calibration_task-16-keypress_before_show_prompt_count: 0
calibration_task-16-reaction-time: 387
calibration_task-16-time-of-doTask: 1302072334143
calibration_task-16-time-of-keypress: 1302072335980
calibration_task-16-time-of-showCharacters: 1302072335593
calibration_task-17-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726738067,""which"":97}
calibration_task-17-keypress_before_show_prompt_count: 0
calibration_task-17-reaction-time: 241
calibration_task-17-time-of-doTask: 1302072336992
calibration_task-17-time-of-keypress: 1302072338067
calibration_task-17-time-of-showCharacters: 1302072337826
calibration_task-18-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726742690,""which"":97}
calibration_task-18-keypress_before_show_prompt_count: 1
calibration_task-18-reaction-time: 324
calibration_task-18-time-of-doTask: 1302072339080
calibration_task-18-time-of-keypress: 1302072342692
calibration_task-18-time-of-showCharacters: 1302072342368
calibration_task-19-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726745258,""which"":97}
calibration_task-19-keypress_before_show_prompt_count: 0
calibration_task-19-reaction-time: 942
calibration_task-19-time-of-doTask: 1302072343711
calibration_task-19-time-of-keypress: 1302072345259
calibration_task-19-time-of-showCharacters: 1302072344317
