calibration_task-0-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166006833,"which":32}
calibration_task-0-keypress_before_show_prompt_count: 0
calibration_task-0-reaction-time: 678
calibration_task-0-time-of-doTask: 1299438004833
calibration_task-0-time-of-keypress: 1299438006833
calibration_task-0-time-of-showCharacters: 1299438006155
calibration_task-1-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166009119,"which":32}
calibration_task-1-keypress_before_show_prompt_count: 0
calibration_task-1-reaction-time: 253
calibration_task-1-time-of-doTask: 1299438007839
calibration_task-1-time-of-keypress: 1299438009119
calibration_task-1-time-of-showCharacters: 1299438008866
calibration_task-10-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166033802,"which":32}
calibration_task-10-keypress_before_show_prompt_count: 0
calibration_task-10-reaction-time: 224
calibration_task-10-time-of-doTask: 1299438032263
calibration_task-10-time-of-keypress: 1299438033803
calibration_task-10-time-of-showCharacters: 1299438033579
calibration_task-11-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166035779,"which":32}
calibration_task-11-keypress_before_show_prompt_count: 0
calibration_task-11-reaction-time: 334
calibration_task-11-time-of-doTask: 1299438034809
calibration_task-11-time-of-keypress: 1299438035779
calibration_task-11-time-of-showCharacters: 1299438035445
calibration_task-12-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166038104,"which":32}
calibration_task-12-keypress_before_show_prompt_count: 0
calibration_task-12-reaction-time: 241
calibration_task-12-time-of-doTask: 1299438036787
calibration_task-12-time-of-keypress: 1299438038105
calibration_task-12-time-of-showCharacters: 1299438037864
calibration_task-13-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166040594,"which":32}
calibration_task-13-keypress_before_show_prompt_count: 0
calibration_task-13-reaction-time: 714
calibration_task-13-time-of-doTask: 1299438039114
calibration_task-13-time-of-keypress: 1299438040594
calibration_task-13-time-of-showCharacters: 1299438039880
calibration_task-14-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166043012,"which":32}
calibration_task-14-keypress_before_show_prompt_count: 0
calibration_task-14-reaction-time: 250
calibration_task-14-time-of-doTask: 1299438041602
calibration_task-14-time-of-keypress: 1299438043013
calibration_task-14-time-of-showCharacters: 1299438042763
calibration_task-15-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166045437,"which":32}
calibration_task-15-keypress_before_show_prompt_count: 0
calibration_task-15-reaction-time: 241
calibration_task-15-time-of-doTask: 1299438044021
calibration_task-15-time-of-keypress: 1299438045437
calibration_task-15-time-of-showCharacters: 1299438045196
calibration_task-16-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166047642,"which":32}
calibration_task-16-keypress_before_show_prompt_count: 0
calibration_task-16-reaction-time: 235
calibration_task-16-time-of-doTask: 1299438046445
calibration_task-16-time-of-keypress: 1299438047643
calibration_task-16-time-of-showCharacters: 1299438047408
calibration_task-17-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166049797,"which":32}
calibration_task-17-keypress_before_show_prompt_count: 0
calibration_task-17-reaction-time: 211
calibration_task-17-time-of-doTask: 1299438048651
calibration_task-17-time-of-keypress: 1299438049797
calibration_task-17-time-of-showCharacters: 1299438049586
calibration_task-18-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166051767,"which":32}
calibration_task-18-keypress_before_show_prompt_count: 0
calibration_task-18-reaction-time: 263
calibration_task-18-time-of-doTask: 1299438050808
calibration_task-18-time-of-keypress: 1299438051768
calibration_task-18-time-of-showCharacters: 1299438051505
calibration_task-19-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166054252,"which":32}
calibration_task-19-keypress_before_show_prompt_count: 0
calibration_task-19-reaction-time: 238
calibration_task-19-time-of-doTask: 1299438052776
calibration_task-19-time-of-keypress: 1299438054252
calibration_task-19-time-of-showCharacters: 1299438054014
calibration_task-2-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166011571,"which":32}
calibration_task-2-keypress_before_show_prompt_count: 0
calibration_task-2-reaction-time: 205
calibration_task-2-time-of-doTask: 1299438010128
calibration_task-2-time-of-keypress: 1299438011571
calibration_task-2-time-of-showCharacters: 1299438011366
calibration_task-20-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166056726,"which":32}
calibration_task-20-keypress_before_show_prompt_count: 0
calibration_task-20-reaction-time: 427
calibration_task-20-time-of-doTask: 1299438055260
calibration_task-20-time-of-keypress: 1299438056726
calibration_task-20-time-of-showCharacters: 1299438056299
calibration_task-21-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166059095,"which":32}
calibration_task-21-keypress_before_show_prompt_count: 0
calibration_task-21-reaction-time: 262
calibration_task-21-time-of-doTask: 1299438057734
calibration_task-21-time-of-keypress: 1299438059095
calibration_task-21-time-of-showCharacters: 1299438058833
calibration_task-22-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166061420,"which":32}
calibration_task-22-keypress_before_show_prompt_count: 0
calibration_task-22-reaction-time: 269
calibration_task-22-time-of-doTask: 1299438060104
calibration_task-22-time-of-keypress: 1299438061420
calibration_task-22-time-of-showCharacters: 1299438061151
calibration_task-23-keypress: {"altKey":false,"charCode":32,"ctrlKey":false,"keyCode":0,"metaKey":false,"shiftKey":false,"timeStamp":1301166064021,"which":32}
calibration_task-23-keypress_before_show_prompt_count: 0
calibration_task-23-reaction-time: 232
calibration_task-23-time-of-doTask: 1299438062429
