calibration_task-0-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727146042,""which"":97}
calibration_task-0-keypress_before_show_prompt_count: 0
calibration_task-0-reaction-time: 26085
calibration_task-0-time-of-doTask: 1302072718880
calibration_task-0-time-of-keypress: 1302072746044
calibration_task-0-time-of-showCharacters: 1302072719959
calibration_task-1-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727156116,""which"":97}
calibration_task-1-keypress_before_show_prompt_count: 0
calibration_task-1-reaction-time: 8442
calibration_task-1-time-of-doTask: 1302072747059
calibration_task-1-time-of-keypress: 1302072756118
calibration_task-1-time-of-showCharacters: 1302072747676
calibration_task-10-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727185062,""which"":97}
calibration_task-10-keypress_before_show_prompt_count: 0
calibration_task-10-reaction-time: 498
calibration_task-10-time-of-doTask: 1302072783708
calibration_task-10-time-of-keypress: 1302072785063
calibration_task-10-time-of-showCharacters: 1302072784565
calibration_task-11-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727188325,""which"":97}
calibration_task-11-keypress_before_show_prompt_count: 0
calibration_task-11-reaction-time: 1547
calibration_task-11-time-of-doTask: 1302072786075
calibration_task-11-time-of-keypress: 1302072788326
calibration_task-11-time-of-showCharacters: 1302072786779
calibration_task-12-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727191339,""which"":97}
calibration_task-12-keypress_before_show_prompt_count: 0
calibration_task-12-reaction-time: 940
calibration_task-12-time-of-doTask: 1302072789339
calibration_task-12-time-of-keypress: 1302072791340
calibration_task-12-time-of-showCharacters: 1302072790400
calibration_task-13-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727194370,""which"":97}
calibration_task-13-keypress_before_show_prompt_count: 0
calibration_task-13-reaction-time: 738
calibration_task-13-time-of-doTask: 1302072792353
calibration_task-13-time-of-keypress: 1302072794371
calibration_task-13-time-of-showCharacters: 1302072793633
calibration_task-14-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727197144,""which"":97}
calibration_task-14-keypress_before_show_prompt_count: 0
calibration_task-14-reaction-time: 676
calibration_task-14-time-of-doTask: 1302072795384
calibration_task-14-time-of-keypress: 1302072797146
calibration_task-14-time-of-showCharacters: 1302072796470
calibration_task-15-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727199943,""which"":97}
calibration_task-15-keypress_before_show_prompt_count: 0
calibration_task-15-reaction-time: 333
calibration_task-15-time-of-doTask: 1302072798158
calibration_task-15-time-of-keypress: 1302072799944
calibration_task-15-time-of-showCharacters: 1302072799611
calibration_task-16-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727202534,""which"":97}
calibration_task-16-keypress_before_show_prompt_count: 0
calibration_task-16-reaction-time: 434
calibration_task-16-time-of-doTask: 1302072800957
calibration_task-16-time-of-keypress: 1302072802535
calibration_task-16-time-of-showCharacters: 1302072802101
calibration_task-17-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727205949,""which"":97}
calibration_task-17-keypress_before_show_prompt_count: 0
calibration_task-17-reaction-time: 1756
calibration_task-17-time-of-doTask: 1302072803547
calibration_task-17-time-of-keypress: 1302072805950
calibration_task-17-time-of-showCharacters: 1302072804194
calibration_task-18-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727208643,""which"":97}
calibration_task-18-keypress_before_show_prompt_count: 0
calibration_task-18-reaction-time: 614
calibration_task-18-time-of-doTask: 1302072806963
calibration_task-18-time-of-keypress: 1302072808646
calibration_task-18-time-of-showCharacters: 1302072808032
calibration_task-19-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727212481,""which"":97}
calibration_task-19-keypress_before_show_prompt_count: 0
calibration_task-19-reaction-time: 2080
calibration_task-19-time-of-doTask: 1302072809659
calibration_task-19-time-of-keypress: 1302072812482
calibration_task-19-time-of-showCharacters: 1302072810402
calibration_task-2-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727158834,""which"":97}
calibration_task-2-keypress_before_show_prompt_count: 0
calibration_task-2-reaction-time: 918
calibration_task-2-time-of-doTask: 1302072757128
calibration_task-2-time-of-keypress: 1302072758836
calibration_task-2-time-of-showCharacters: 1302072757918
calibration_task-20-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727215392,""which"":97}
calibration_task-20-keypress_before_show_prompt_count: 0
calibration_task-20-reaction-time: 588
calibration_task-20-time-of-doTask: 1302072813495
calibration_task-20-time-of-keypress: 1302072815393
calibration_task-20-time-of-showCharacters: 1302072814805
calibration_task-21-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727218662,""which"":97}
calibration_task-21-keypress_before_show_prompt_count: 0
calibration_task-21-reaction-time: 1145
calibration_task-21-time-of-doTask: 1302072816406
calibration_task-21-time-of-keypress: 1302072818664
calibration_task-21-time-of-showCharacters: 1302072817519
calibration_task-22-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727221197,""which"":97}
calibration_task-22-keypress_before_show_prompt_count: 0
calibration_task-22-reaction-time: 869
calibration_task-22-time-of-doTask: 1302072819675
calibration_task-22-time-of-keypress: 1302072821199
calibration_task-22-time-of-showCharacters: 1302072820330
calibration_task-23-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727224299,""which"":97}
calibration_task-23-keypress_before_show_prompt_count: 0
calibration_task-23-reaction-time: 713
calibration_task-23-time-of-doTask: 1302072822209
calibration_task-23-time-of-keypress: 1302072824301
calibration_task-23-time-of-showCharacters: 1302072823588
calibration_task-24-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727227946,""which"":97}
calibration_task-24-keypress_before_show_prompt_count: 0
calibration_task-24-reaction-time: 1578
calibration_task-24-time-of-doTask: 1302072825312
calibration_task-24-time-of-keypress: 1302072827947
calibration_task-24-time-of-showCharacters: 1302072826369
calibration_task-3-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727163568,""which"":97}
calibration_task-3-keypress_before_show_prompt_count: 0
calibration_task-3-reaction-time: 2775
calibration_task-3-time-of-doTask: 1302072759846
calibration_task-3-time-of-keypress: 1302072763570
calibration_task-3-time-of-showCharacters: 1302072760795
calibration_task-4-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727166863,""which"":97}
calibration_task-4-keypress_before_show_prompt_count: 0
calibration_task-4-reaction-time: 1436
calibration_task-4-time-of-doTask: 1302072764582
calibration_task-4-time-of-keypress: 1302072766864
calibration_task-4-time-of-showCharacters: 1302072765428
calibration_task-5-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727172892,""which"":97}
calibration_task-5-keypress_before_show_prompt_count: 0
calibration_task-5-reaction-time: 4331
calibration_task-5-time-of-doTask: 1302072767875
calibration_task-5-time-of-keypress: 1302072772893
calibration_task-5-time-of-showCharacters: 1302072768562
