calibration_task-0-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729891693,""which"":97}
calibration_task-0-keypress_before_show_prompt_count: 0
calibration_task-0-reaction-time: 20255
calibration_task-0-time-of-doTask: 1302075470464
calibration_task-0-time-of-keypress: 1302075491693
calibration_task-0-time-of-showCharacters: 1302075471438
calibration_task-1-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729894485,""which"":97}
calibration_task-1-keypress_before_show_prompt_count: 0
calibration_task-1-reaction-time: 867
calibration_task-1-time-of-doTask: 1302075492698
calibration_task-1-time-of-keypress: 1302075494485
calibration_task-1-time-of-showCharacters: 1302075493618
calibration_task-10-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729916713,""which"":97}
calibration_task-10-keypress_before_show_prompt_count: 0
calibration_task-10-reaction-time: 293
calibration_task-10-time-of-doTask: 1302075515504
calibration_task-10-time-of-keypress: 1302075516713
calibration_task-10-time-of-showCharacters: 1302075516420
calibration_task-11-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729918955,""which"":97}
calibration_task-11-keypress_before_show_prompt_count: 0
calibration_task-11-reaction-time: 283
calibration_task-11-time-of-doTask: 1302075517715
calibration_task-11-time-of-keypress: 1302075518956
calibration_task-11-time-of-showCharacters: 1302075518673
calibration_task-12-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729921599,""which"":97}
calibration_task-12-keypress_before_show_prompt_count: 0
calibration_task-12-reaction-time: 304
calibration_task-12-time-of-doTask: 1302075519957
calibration_task-12-time-of-keypress: 1302075521599
calibration_task-12-time-of-showCharacters: 1302075521295
calibration_task-13-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729923803,""which"":97}
calibration_task-13-keypress_before_show_prompt_count: 0
calibration_task-13-reaction-time: 296
calibration_task-13-time-of-doTask: 1302075522602
calibration_task-13-time-of-keypress: 1302075523803
calibration_task-13-time-of-showCharacters: 1302075523507
calibration_task-14-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729926095,""which"":97}
calibration_task-14-keypress_before_show_prompt_count: 0
calibration_task-14-reaction-time: 288
calibration_task-14-time-of-doTask: 1302075524807
calibration_task-14-time-of-keypress: 1302075526095
calibration_task-14-time-of-showCharacters: 1302075525807
calibration_task-15-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729928133,""which"":97}
calibration_task-15-keypress_before_show_prompt_count: 0
calibration_task-15-reaction-time: 424
calibration_task-15-time-of-doTask: 1302075527097
calibration_task-15-time-of-keypress: 1302075528133
calibration_task-15-time-of-showCharacters: 1302075527709
calibration_task-16-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729930505,""which"":97}
calibration_task-16-keypress_before_show_prompt_count: 0
calibration_task-16-reaction-time: 279
calibration_task-16-time-of-doTask: 1302075529136
calibration_task-16-time-of-keypress: 1302075530505
calibration_task-16-time-of-showCharacters: 1302075530226
calibration_task-17-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729932533,""which"":97}
calibration_task-17-keypress_before_show_prompt_count: 0
calibration_task-17-reaction-time: 299
calibration_task-17-time-of-doTask: 1302075531508
calibration_task-17-time-of-keypress: 1302075532533
calibration_task-17-time-of-showCharacters: 1302075532234
calibration_task-18-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729934570,""which"":97}
calibration_task-18-keypress_before_show_prompt_count: 0
calibration_task-18-reaction-time: 236
calibration_task-18-time-of-doTask: 1302075533535
calibration_task-18-time-of-keypress: 1302075534570
calibration_task-18-time-of-showCharacters: 1302075534334
calibration_task-19-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729941449,""which"":97}
calibration_task-19-keypress_before_show_prompt_count: 1
calibration_task-19-reaction-time: 303
calibration_task-19-time-of-doTask: 1302075535573
calibration_task-19-time-of-keypress: 1302075541449
calibration_task-19-time-of-showCharacters: 1302075541146
calibration_task-2-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729896621,""which"":97}
calibration_task-2-keypress_before_show_prompt_count: 0
calibration_task-2-reaction-time: 439
calibration_task-2-time-of-doTask: 1302075495489
calibration_task-2-time-of-keypress: 1302075496622
calibration_task-2-time-of-showCharacters: 1302075496183
calibration_task-20-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729943644,""which"":97}
calibration_task-20-keypress_before_show_prompt_count: 0
calibration_task-20-reaction-time: 304
calibration_task-20-time-of-doTask: 1302075542451
calibration_task-20-time-of-keypress: 1302075543644
calibration_task-20-time-of-showCharacters: 1302075543340
calibration_task-21-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729946094,""which"":97}
calibration_task-21-keypress_before_show_prompt_count: 0
calibration_task-21-reaction-time: 337
calibration_task-21-time-of-doTask: 1302075544646
calibration_task-21-time-of-keypress: 1302075546095
calibration_task-21-time-of-showCharacters: 1302075545758
calibration_task-22-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729948481,""which"":97}
calibration_task-22-keypress_before_show_prompt_count: 0
calibration_task-22-reaction-time: 333
calibration_task-22-time-of-doTask: 1302075547097
calibration_task-22-time-of-keypress: 1302075548482
calibration_task-22-time-of-showCharacters: 1302075548149
calibration_task-23-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729951052,""which"":97}
calibration_task-23-keypress_before_show_prompt_count: 0
calibration_task-23-reaction-time: 352
calibration_task-23-time-of-doTask: 1302075549484
calibration_task-23-time-of-keypress: 1302075551053
calibration_task-23-time-of-showCharacters: 1302075550701
calibration_task-24-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729953394,""which"":97}
calibration_task-24-keypress_before_show_prompt_count: 0
calibration_task-24-reaction-time: 405
calibration_task-24-time-of-doTask: 1302075552055
calibration_task-24-time-of-keypress: 1302075553394
calibration_task-24-time-of-showCharacters: 1302075552989
calibration_task-3-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729899423,""which"":97}
calibration_task-3-keypress_before_show_prompt_count: 0
calibration_task-3-reaction-time: 382
calibration_task-3-time-of-doTask: 1302075497624
calibration_task-3-time-of-keypress: 1302075499423
calibration_task-3-time-of-showCharacters: 1302075499041
calibration_task-4-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729901827,""which"":97}
calibration_task-4-keypress_before_show_prompt_count: 0
calibration_task-4-reaction-time: 386
calibration_task-4-time-of-doTask: 1302075500427
calibration_task-4-time-of-keypress: 1302075501827
calibration_task-4-time-of-showCharacters: 1302075501441
calibration_task-5-keypress: {""altKey"":false,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301729904590,""which"":97}
calibration_task-5-keypress_before_show_prompt_count: 0
calibration_task-5-reaction-time: 300
calibration_task-5-time-of-doTask: 1302075502829
