calibration_task-0-keypress: {""altKey"":false,""charCode"":110,""ctrlKey"":false,""keyCode"":110,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725591729,""which"":110}
calibration_task-0-keypress_before_show_prompt_count: 0
calibration_task-0-reaction-time: 5909
calibration_task-0-time-of-doTask: 1302071184553
calibration_task-0-time-of-keypress: 1302071191729
calibration_task-0-time-of-showCharacters: 1302071185820
calibration_task-1-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725594633,""which"":106}
calibration_task-1-keypress_before_show_prompt_count: 0
calibration_task-1-reaction-time: 303
calibration_task-1-time-of-doTask: 1302071192731
calibration_task-1-time-of-keypress: 1302071194633
calibration_task-1-time-of-showCharacters: 1302071194330
calibration_task-10-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725615200,""which"":106}
calibration_task-10-keypress_before_show_prompt_count: 0
calibration_task-10-reaction-time: 244
calibration_task-10-time-of-doTask: 1302071213898
calibration_task-10-time-of-keypress: 1302071215200
calibration_task-10-time-of-showCharacters: 1302071214956
calibration_task-11-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725617497,""which"":106}
calibration_task-11-keypress_before_show_prompt_count: 0
calibration_task-11-reaction-time: 249
calibration_task-11-time-of-doTask: 1302071216202
calibration_task-11-time-of-keypress: 1302071217497
calibration_task-11-time-of-showCharacters: 1302071217248
calibration_task-12-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725620129,""which"":106}
calibration_task-12-keypress_before_show_prompt_count: 0
calibration_task-12-reaction-time: 271
calibration_task-12-time-of-doTask: 1302071218499
calibration_task-12-time-of-keypress: 1302071220129
calibration_task-12-time-of-showCharacters: 1302071219858
calibration_task-13-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725622169,""which"":106}
calibration_task-13-keypress_before_show_prompt_count: 0
calibration_task-13-reaction-time: 438
calibration_task-13-time-of-doTask: 1302071221131
calibration_task-13-time-of-keypress: 1302071222169
calibration_task-13-time-of-showCharacters: 1302071221731
calibration_task-14-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725624297,""which"":106}
calibration_task-14-keypress_before_show_prompt_count: 0
calibration_task-14-reaction-time: 252
calibration_task-14-time-of-doTask: 1302071223170
calibration_task-14-time-of-keypress: 1302071224297
calibration_task-14-time-of-showCharacters: 1302071224045
calibration_task-15-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725626208,""which"":106}
calibration_task-15-keypress_before_show_prompt_count: 0
calibration_task-15-reaction-time: 291
calibration_task-15-time-of-doTask: 1302071225298
calibration_task-15-time-of-keypress: 1302071226208
calibration_task-15-time-of-showCharacters: 1302071225917
calibration_task-16-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725629008,""which"":106}
calibration_task-16-keypress_before_show_prompt_count: 0
calibration_task-16-reaction-time: 225
calibration_task-16-time-of-doTask: 1302071227210
calibration_task-16-time-of-keypress: 1302071229009
calibration_task-16-time-of-showCharacters: 1302071228784
calibration_task-17-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725631488,""which"":106}
calibration_task-17-keypress_before_show_prompt_count: 0
calibration_task-17-reaction-time: 251
calibration_task-17-time-of-doTask: 1302071230010
calibration_task-17-time-of-keypress: 1302071231488
calibration_task-17-time-of-showCharacters: 1302071231237
calibration_task-18-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725634081,""which"":106}
calibration_task-18-keypress_before_show_prompt_count: 0
calibration_task-18-reaction-time: 251
calibration_task-18-time-of-doTask: 1302071232490
calibration_task-18-time-of-keypress: 1302071234081
calibration_task-18-time-of-showCharacters: 1302071233830
calibration_task-19-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725636321,""which"":106}
calibration_task-19-keypress_before_show_prompt_count: 0
calibration_task-19-reaction-time: 252
calibration_task-19-time-of-doTask: 1302071235083
calibration_task-19-time-of-keypress: 1302071236321
calibration_task-19-time-of-showCharacters: 1302071236069
calibration_task-2-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725596873,""which"":106}
calibration_task-2-keypress_before_show_prompt_count: 0
calibration_task-2-reaction-time: 442
calibration_task-2-time-of-doTask: 1302071195634
calibration_task-2-time-of-keypress: 1302071196873
calibration_task-2-time-of-showCharacters: 1302071196431
calibration_task-20-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725638361,""which"":106}
calibration_task-20-keypress_before_show_prompt_count: 0
calibration_task-20-reaction-time: 313
calibration_task-20-time-of-doTask: 1302071237323
calibration_task-20-time-of-keypress: 1302071238361
calibration_task-20-time-of-showCharacters: 1302071238048
calibration_task-21-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725640721,""which"":106}
calibration_task-21-keypress_before_show_prompt_count: 0
calibration_task-21-reaction-time: 236
calibration_task-21-time-of-doTask: 1302071239362
calibration_task-21-time-of-keypress: 1302071240721
calibration_task-21-time-of-showCharacters: 1302071240485
calibration_task-22-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725643353,""which"":106}
calibration_task-22-keypress_before_show_prompt_count: 0
calibration_task-22-reaction-time: 255
calibration_task-22-time-of-doTask: 1302071241722
calibration_task-22-time-of-keypress: 1302071243353
calibration_task-22-time-of-showCharacters: 1302071243098
calibration_task-23-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725645416,""which"":106}
calibration_task-23-keypress_before_show_prompt_count: 0
calibration_task-23-reaction-time: 289
calibration_task-23-time-of-doTask: 1302071244354
calibration_task-23-time-of-keypress: 1302071245416
calibration_task-23-time-of-showCharacters: 1302071245127
calibration_task-24-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725647784,""which"":106}
calibration_task-24-keypress_before_show_prompt_count: 0
calibration_task-24-reaction-time: 256
calibration_task-24-time-of-doTask: 1302071246418
calibration_task-24-time-of-keypress: 1302071247784
calibration_task-24-time-of-showCharacters: 1302071247528
calibration_task-3-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725599370,""which"":106}
calibration_task-3-keypress_before_show_prompt_count: 0
calibration_task-3-reaction-time: 260
calibration_task-3-time-of-doTask: 1302071197874
calibration_task-3-time-of-keypress: 1302071199370
calibration_task-3-time-of-showCharacters: 1302071199110
calibration_task-4-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725601433,""which"":106}
calibration_task-4-keypress_before_show_prompt_count: 0
calibration_task-4-reaction-time: 265
calibration_task-4-time-of-doTask: 1302071200371
calibration_task-4-time-of-keypress: 1302071201433
calibration_task-4-time-of-showCharacters: 1302071201168
calibration_task-5-keypress: {""altKey"":false,""charCode"":106,""ctrlKey"":false,""keyCode"":106,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725603721,""which"":106}
calibration_task-5-keypress_before_show_prompt_count: 0
calibration_task-5-reaction-time: 281
calibration_task-5-time-of-doTask: 1302071202435
calibration_task-5-time-of-keypress: 1302071203721
calibration_task-5-time-of-showCharacters: 1302071203440
