calibration_task-0-keypress: {""altKey"":false,""charCode"":98,""ctrlKey"":false,""keyCode"":98,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725246213,""which"":98}
calibration_task-0-keypress_before_show_prompt_count: 0
calibration_task-0-reaction-time: 30494
calibration_task-0-time-of-doTask: 1302070814595
calibration_task-0-time-of-keypress: 1302070846213
calibration_task-0-time-of-showCharacters: 1302070815719
calibration_task-1-keypress: {""altKey"":false,""charCode"":98,""ctrlKey"":false,""keyCode"":98,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725257429,""which"":98}
calibration_task-1-keypress_before_show_prompt_count: 0
calibration_task-1-reaction-time: 9048
calibration_task-1-time-of-doTask: 1302070847227
calibration_task-1-time-of-keypress: 1302070857429
calibration_task-1-time-of-showCharacters: 1302070848381
calibration_task-10-keypress: {""altKey"":false,""charCode"":98,""ctrlKey"":false,""keyCode"":98,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725292747,""which"":98}
calibration_task-10-keypress_before_show_prompt_count: 0
calibration_task-10-reaction-time: 733
calibration_task-10-time-of-doTask: 1302070890875
calibration_task-10-time-of-keypress: 1302070892747
calibration_task-10-time-of-showCharacters: 1302070892014
calibration_task-11-keypress: {""altKey"":false,""charCode"":100,""ctrlKey"":false,""keyCode"":100,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725295665,""which"":100}
calibration_task-11-keypress_before_show_prompt_count: 0
calibration_task-11-reaction-time: 328
calibration_task-11-time-of-doTask: 1302070893761
calibration_task-11-time-of-keypress: 1302070895665
calibration_task-11-time-of-showCharacters: 1302070895337
calibration_task-12-keypress: {""altKey"":false,""charCode"":98,""ctrlKey"":false,""keyCode"":98,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725303511,""which"":98}
calibration_task-12-keypress_before_show_prompt_count: 1
calibration_task-12-reaction-time: 1138
calibration_task-12-time-of-doTask: 1302070896679
calibration_task-12-time-of-keypress: 1302070903511
calibration_task-12-time-of-showCharacters: 1302070902373
calibration_task-13-keypress: {""altKey"":false,""charCode"":100,""ctrlKey"":false,""keyCode"":100,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725306163,""which"":100}
calibration_task-13-keypress_before_show_prompt_count: 0
calibration_task-13-reaction-time: 655
calibration_task-13-time-of-doTask: 1302070904525
calibration_task-13-time-of-keypress: 1302070906163
calibration_task-13-time-of-showCharacters: 1302070905508
calibration_task-14-keypress: {""altKey"":false,""charCode"":98,""ctrlKey"":false,""keyCode"":98,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725308893,""which"":98}
calibration_task-14-keypress_before_show_prompt_count: 0
calibration_task-14-reaction-time: 920
calibration_task-14-time-of-doTask: 1302070907177
calibration_task-14-time-of-keypress: 1302070908893
calibration_task-14-time-of-showCharacters: 1302070907973
calibration_task-15-keypress: {""altKey"":false,""charCode"":100,""ctrlKey"":false,""keyCode"":100,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725311779,""which"":100}
calibration_task-15-keypress_before_show_prompt_count: 0
calibration_task-15-reaction-time: 546
calibration_task-15-time-of-doTask: 1302070909907
calibration_task-15-time-of-keypress: 1302070911779
calibration_task-15-time-of-showCharacters: 1302070911233
calibration_task-16-keypress: {""altKey"":false,""charCode"":98,""ctrlKey"":false,""keyCode"":98,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725314697,""which"":98}
calibration_task-16-keypress_before_show_prompt_count: 0
calibration_task-16-reaction-time: 749
calibration_task-16-time-of-doTask: 1302070912793
calibration_task-16-time-of-keypress: 1302070914697
calibration_task-16-time-of-showCharacters: 1302070913948
calibration_task-17-keypress: {""altKey"":false,""charCode"":100,""ctrlKey"":false,""keyCode"":100,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725317676,""which"":100}
calibration_task-17-keypress_before_show_prompt_count: 0
calibration_task-17-reaction-time: 483
calibration_task-17-time-of-doTask: 1302070915711
calibration_task-17-time-of-keypress: 1302070917676
calibration_task-17-time-of-showCharacters: 1302070917193
calibration_task-18-keypress: {""altKey"":false,""charCode"":98,""ctrlKey"":false,""keyCode"":98,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725325149,""which"":98}
calibration_task-18-keypress_before_show_prompt_count: 1
calibration_task-18-reaction-time: 1202
calibration_task-18-time-of-doTask: 1302070918690
calibration_task-18-time-of-keypress: 1302070925149
calibration_task-18-time-of-showCharacters: 1302070923947
calibration_task-19-keypress: {""altKey"":false,""charCode"":100,""ctrlKey"":false,""keyCode"":100,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725329142,""which"":100}
calibration_task-19-keypress_before_show_prompt_count: 0
calibration_task-19-reaction-time: 1560
calibration_task-19-time-of-doTask: 1302070926163
calibration_task-19-time-of-keypress: 1302070929142
calibration_task-19-time-of-showCharacters: 1302070927582
calibration_task-2-keypress: {""altKey"":false,""charCode"":100,""ctrlKey"":false,""keyCode"":100,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725263123,""which"":100}
calibration_task-2-keypress_before_show_prompt_count: 0
calibration_task-2-reaction-time: 3557
calibration_task-2-time-of-doTask: 1302070858443
calibration_task-2-time-of-keypress: 1302070863123
calibration_task-2-time-of-showCharacters: 1302070859566
calibration_task-20-keypress: {""altKey"":false,""charCode"":98,""ctrlKey"":false,""keyCode"":98,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725332215,""which"":98}
calibration_task-20-keypress_before_show_prompt_count: 0
calibration_task-20-reaction-time: 717
calibration_task-20-time-of-doTask: 1302070930156
calibration_task-20-time-of-keypress: 1302070932215
calibration_task-20-time-of-showCharacters: 1302070931498
calibration_task-21-keypress: {""altKey"":false,""charCode"":98,""ctrlKey"":false,""keyCode"":98,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725335320,""which"":98}
calibration_task-21-keypress_before_show_prompt_count: 0
calibration_task-21-reaction-time: 609
calibration_task-21-time-of-doTask: 1302070933229
calibration_task-21-time-of-keypress: 1302070935320
calibration_task-21-time-of-showCharacters: 1302070934711
calibration_task-22-keypress: {""altKey"":false,""charCode"":98,""ctrlKey"":false,""keyCode"":98,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725338487,""which"":98}
calibration_task-22-keypress_before_show_prompt_count: 0
calibration_task-22-reaction-time: 1248
calibration_task-22-time-of-doTask: 1302070936334
calibration_task-22-time-of-keypress: 1302070938487
calibration_task-22-time-of-showCharacters: 1302070937239
calibration_task-23-keypress: {""altKey"":false,""charCode"":98,""ctrlKey"":false,""keyCode"":98,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725341919,""which"":98}
calibration_task-23-keypress_before_show_prompt_count: 0
calibration_task-23-reaction-time: 1451
calibration_task-23-time-of-doTask: 1302070939501
calibration_task-23-time-of-keypress: 1302070941919
calibration_task-23-time-of-showCharacters: 1302070940468
calibration_task-24-keypress: {""altKey"":false,""charCode"":98,""ctrlKey"":false,""keyCode"":98,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725345335,""which"":98}
calibration_task-24-keypress_before_show_prompt_count: 0
calibration_task-24-reaction-time: 1154
calibration_task-24-time-of-doTask: 1302070942933
calibration_task-24-time-of-keypress: 1302070945335
calibration_task-24-time-of-showCharacters: 1302070944181
calibration_task-3-keypress: {""altKey"":false,""charCode"":100,""ctrlKey"":false,""keyCode"":100,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725267288,""which"":100}
calibration_task-3-keypress_before_show_prompt_count: 0
calibration_task-3-reaction-time: 1887
calibration_task-3-time-of-doTask: 1302070864137
calibration_task-3-time-of-keypress: 1302070867288
calibration_task-3-time-of-showCharacters: 1302070865401
calibration_task-4-keypress: {""altKey"":false,""charCode"":100,""ctrlKey"":false,""keyCode"":100,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725270580,""which"":100}
calibration_task-4-keypress_before_show_prompt_count: 0
calibration_task-4-reaction-time: 1451
calibration_task-4-time-of-doTask: 1302070868302
calibration_task-4-time-of-keypress: 1302070870580
calibration_task-4-time-of-showCharacters: 1302070869129
calibration_task-5-keypress: {""altKey"":false,""charCode"":98,""ctrlKey"":false,""keyCode"":98,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725274059,""which"":98}
calibration_task-5-keypress_before_show_prompt_count: 0
calibration_task-5-reaction-time: 1311
calibration_task-5-time-of-doTask: 1302070871594
calibration_task-5-time-of-keypress: 1302070874059
calibration_task-5-time-of-showCharacters: 1302070872748
calibration_task-6-keypress: {""altKey"":false,""charCode"":98,""ctrlKey"":false,""keyCode"":98,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725280127,""which"":98}
calibration_task-6-keypress_before_show_prompt_count: 0
calibration_task-6-reaction-time: 4009
calibration_task-6-time-of-doTask: 1302070875073
calibration_task-6-time-of-keypress: 1302070880127
calibration_task-6-time-of-showCharacters: 1302070876118
calibration_task-7-keypress: {""altKey"":false,""charCode"":100,""ctrlKey"":false,""keyCode"":100,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725283715,""which"":100}
calibration_task-7-keypress_before_show_prompt_count: 0
calibration_task-7-reaction-time: 1186
calibration_task-7-time-of-doTask: 1302070881141
calibration_task-7-time-of-keypress: 1302070883715
calibration_task-7-time-of-showCharacters: 1302070882529
calibration_task-8-keypress: {""altKey"":false,""charCode"":98,""ctrlKey"":false,""keyCode"":98,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725286757,""which"":98}
calibration_task-8-keypress_before_show_prompt_count: 0
calibration_task-8-reaction-time: 1264
calibration_task-8-time-of-doTask: 1302070884729
calibration_task-8-time-of-keypress: 1302070886757
calibration_task-8-time-of-showCharacters: 1302070885493
calibration_task-9-keypress: {""altKey"":false,""charCode"":100,""ctrlKey"":false,""keyCode"":100,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301725289861,""which"":100}
calibration_task-9-keypress_before_show_prompt_count: 0
calibration_task-9-reaction-time: 655
calibration_task-9-time-of-doTask: 1302070887771
calibration_task-9-time-of-keypress: 1302070889861
calibration_task-9-time-of-showCharacters: 1302070889206
duration: 0y 0d 0h 25m 12s 185ms
feedback: 
form-load-time: 1302070788473
form-submit-time: 1302072304824
jQuery.browser.mozilla: 
jQuery.browser.msie: 
jQuery.browser.opera: 
jQuery.browser.safari: true
jQuery.browser.version: 534.16
jQuery.browser.webkit: true
navigator.appCodeName: Mozilla
navigator.appName: Netscape
navigator.appVersion: 5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16
navigator.platform: Win32
navigator.userAgent: Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16
navigator.vendor: Google Inc.
reject: 
screenAvailHeight: 728
screenAvailWidth: 1366
screenHeight: 768
screenWidth: 1366
submit: Submit
task-0-are-same: true
task-0-character-0-alphabet: sylheti
task-0-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a2sduy38l80h20mjbrov.png
task-0-character-0-character-number: 20
task-0-character-0-id: a2du3880jbrov
task-0-character-1-alphabet: sylheti
task-0-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3sm0yktl6kh20ujezd1.png
task-0-character-1-character-number: 20
task-0-character-1-id: a3m0kt6kjezd1
task-0-is-correct-answer: true
task-0-keypress: 
task-0-keypress_before_show_prompt_count: 
task-0-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-0-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-0-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-0-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-0-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-0-reaction-time: -1
task-0-time-of-doTask: 1302071064878
task-0-time-of-keypress: 
task-0-time-of-showCharacters: 1302071065923
task-1-are-same: true
task-1-character-0-alphabet: myanmar
task-1-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a4m85y8na7gn013gst4.png
task-1-character-0-character-number: 01
task-1-character-0-id: a4858n7ggst4
task-1-character-1-alphabet: myanmar
task-1-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1mstyvgajqn01bfl5kk.png
task-1-character-1-character-number: 01
task-1-character-1-id: a1stvgjqfl5kk
task-1-is-correct-answer: true
task-1-keypress: 
task-1-keypress_before_show_prompt_count: 
task-1-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-1-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-1-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-1-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-1-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-1-reaction-time: -1
task-1-time-of-doTask: 1302071070947
task-1-time-of-keypress: 
task-1-time-of-showCharacters: 1302071072241
task-10-are-same: false
task-10-character-0-alphabet: inuktitut
