calibration_task-0-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728392062,""which"":97}
calibration_task-0-keypress_before_show_prompt_count: 0
calibration_task-0-reaction-time: 10813
calibration_task-0-time-of-doTask: 1302073979703
calibration_task-0-time-of-keypress: 1302073992062
calibration_task-0-time-of-showCharacters: 1302073981249
calibration_task-1-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728399734,""which"":97}
calibration_task-1-keypress_before_show_prompt_count: 0
calibration_task-1-reaction-time: 5063
calibration_task-1-time-of-doTask: 1302073993062
calibration_task-1-time-of-keypress: 1302073999734
calibration_task-1-time-of-showCharacters: 1302073994671
calibration_task-10-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728437218,""which"":97}
calibration_task-10-keypress_before_show_prompt_count: 0
calibration_task-10-reaction-time: 1890
calibration_task-10-time-of-doTask: 1302074034156
calibration_task-10-time-of-keypress: 1302074037218
calibration_task-10-time-of-showCharacters: 1302074035328
calibration_task-11-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728439937,""which"":97}
calibration_task-11-keypress_before_show_prompt_count: 0
calibration_task-11-reaction-time: 266
calibration_task-11-time-of-doTask: 1302074038218
calibration_task-11-time-of-keypress: 1302074039937
calibration_task-11-time-of-showCharacters: 1302074039671
calibration_task-12-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728442656,""which"":97}
calibration_task-12-keypress_before_show_prompt_count: 0
calibration_task-12-reaction-time: 516
calibration_task-12-time-of-doTask: 1302074040953
calibration_task-12-time-of-keypress: 1302074042656
calibration_task-12-time-of-showCharacters: 1302074042140
calibration_task-13-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728444953,""which"":97}
calibration_task-13-keypress_before_show_prompt_count: 0
calibration_task-13-reaction-time: 266
calibration_task-13-time-of-doTask: 1302074043671
calibration_task-13-time-of-keypress: 1302074044953
