calibration_task-0-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728389944,""which"":97}
calibration_task-0-keypress_before_show_prompt_count: 0
calibration_task-0-reaction-time: 1229
calibration_task-0-time-of-doTask: 1302073987926
calibration_task-0-time-of-keypress: 1302073989945
calibration_task-0-time-of-showCharacters: 1302073988716
calibration_task-1-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728392598,""which"":97}
calibration_task-1-keypress_before_show_prompt_count: 0
calibration_task-1-reaction-time: 410
calibration_task-1-time-of-doTask: 1302073990950
calibration_task-1-time-of-keypress: 1302073992598
calibration_task-1-time-of-showCharacters: 1302073992188
calibration_task-10-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728414398,""which"":97}
calibration_task-10-keypress_before_show_prompt_count: 0
calibration_task-10-reaction-time: 620
calibration_task-10-time-of-doTask: 1302074012997
calibration_task-10-time-of-keypress: 1302074014398
calibration_task-10-time-of-showCharacters: 1302074013778
calibration_task-11-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728416797,""which"":97}
calibration_task-11-keypress_before_show_prompt_count: 0
calibration_task-11-reaction-time: 396
calibration_task-11-time-of-doTask: 1302074015403
calibration_task-11-time-of-keypress: 1302074016797
calibration_task-11-time-of-showCharacters: 1302074016401
calibration_task-12-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728419033,""which"":97}
calibration_task-12-keypress_before_show_prompt_count: 0
calibration_task-12-reaction-time: 316
calibration_task-12-time-of-doTask: 1302074017801
calibration_task-12-time-of-keypress: 1302074019033
calibration_task-12-time-of-showCharacters: 1302074018717
calibration_task-13-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728421286,""which"":97}
calibration_task-13-keypress_before_show_prompt_count: 0
calibration_task-13-reaction-time: 333
calibration_task-13-time-of-doTask: 1302074020035
calibration_task-13-time-of-keypress: 1302074021287
