calibration_task-0-keypress: {""altKey"":false,""charCode"":108,""ctrlKey"":false,""keyCode"":108,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726346774,""which"":108}
calibration_task-0-keypress_before_show_prompt_count: 0
calibration_task-0-reaction-time: 10319
calibration_task-0-time-of-doTask: 1302071935762
calibration_task-0-time-of-keypress: 1302071946774
calibration_task-0-time-of-showCharacters: 1302071936455
calibration_task-1-keypress: {""altKey"":false,""charCode"":108,""ctrlKey"":false,""keyCode"":108,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726352981,""which"":108}
calibration_task-1-keypress_before_show_prompt_count: 0
calibration_task-1-reaction-time: 4155
calibration_task-1-time-of-doTask: 1302071947779
calibration_task-1-time-of-keypress: 1302071952981
calibration_task-1-time-of-showCharacters: 1302071948826
calibration_task-10-keypress: {""altKey"":false,""charCode"":108,""ctrlKey"":false,""keyCode"":108,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726382212,""which"":108}
calibration_task-10-keypress_before_show_prompt_count: 0
calibration_task-10-reaction-time: 219
calibration_task-10-time-of-doTask: 1302071980557
calibration_task-10-time-of-keypress: 1302071982212
calibration_task-10-time-of-showCharacters: 1302071981993
calibration_task-11-keypress: {""altKey"":false,""charCode"":108,""ctrlKey"":false,""keyCode"":108,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726384170,""which"":108}
calibration_task-11-keypress_before_show_prompt_count: 0
calibration_task-11-reaction-time: 322
calibration_task-11-time-of-doTask: 1302071983216
calibration_task-11-time-of-keypress: 1302071984170
calibration_task-11-time-of-showCharacters: 1302071983848
calibration_task-12-keypress: {""altKey"":false,""charCode"":108,""ctrlKey"":false,""keyCode"":108,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726386267,""which"":108}
calibration_task-12-keypress_before_show_prompt_count: 0
calibration_task-12-reaction-time: 228
calibration_task-12-time-of-doTask: 1302071985174
calibration_task-12-time-of-keypress: 1302071986268
calibration_task-12-time-of-showCharacters: 1302071986040
calibration_task-13-keypress: {""altKey"":false,""charCode"":108,""ctrlKey"":false,""keyCode"":108,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726388709,""which"":108}
calibration_task-13-keypress_before_show_prompt_count: 0
calibration_task-13-reaction-time: 239
calibration_task-13-time-of-doTask: 1302071987270
calibration_task-13-time-of-keypress: 1302071988709
calibration_task-13-time-of-showCharacters: 1302071988470
calibration_task-14-keypress: {""altKey"":false,""charCode"":108,""ctrlKey"":false,""keyCode"":108,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726390654,""which"":108}
calibration_task-14-keypress_before_show_prompt_count: 0
calibration_task-14-reaction-time: 257
calibration_task-14-time-of-doTask: 1302071989713
calibration_task-14-time-of-keypress: 1302071990654
calibration_task-14-time-of-showCharacters: 1302071990397
calibration_task-15-keypress: {""altKey"":false,""charCode"":108,""ctrlKey"":false,""keyCode"":108,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726393309,""which"":108}
calibration_task-15-keypress_before_show_prompt_count: 0
calibration_task-15-reaction-time: 229
calibration_task-15-time-of-doTask: 1302071991656
calibration_task-15-time-of-keypress: 1302071993310
calibration_task-15-time-of-showCharacters: 1302071993081
calibration_task-16-keypress: {""altKey"":false,""charCode"":108,""ctrlKey"":false,""keyCode"":108,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726395614,""which"":108}
calibration_task-16-keypress_before_show_prompt_count: 0
calibration_task-16-reaction-time: 189
calibration_task-16-time-of-doTask: 1302071994312
calibration_task-16-time-of-keypress: 1302071995614
calibration_task-16-time-of-showCharacters: 1302071995425
calibration_task-17-keypress: {""altKey"":false,""charCode"":108,""ctrlKey"":false,""keyCode"":108,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726397472,""which"":108}
calibration_task-17-keypress_before_show_prompt_count: 0
calibration_task-17-reaction-time: 239
calibration_task-17-time-of-doTask: 1302071996617
calibration_task-17-time-of-keypress: 1302071997472
calibration_task-17-time-of-showCharacters: 1302071997233
calibration_task-18-keypress: {""altKey"":false,""charCode"":108,""ctrlKey"":false,""keyCode"":108,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726399567,""which"":108}
calibration_task-18-keypress_before_show_prompt_count: 0
calibration_task-18-reaction-time: 202
calibration_task-18-time-of-doTask: 1302071998476
calibration_task-18-time-of-keypress: 1302071999567
calibration_task-18-time-of-showCharacters: 1302071999365
calibration_task-19-keypress: {""altKey"":false,""charCode"":108,""ctrlKey"":false,""keyCode"":108,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726401912,""which"":108}
calibration_task-19-keypress_before_show_prompt_count: 0
calibration_task-19-reaction-time: 201
calibration_task-19-time-of-doTask: 1302072000570
calibration_task-19-time-of-keypress: 1302072001912
calibration_task-19-time-of-showCharacters: 1302072001711
calibration_task-2-keypress: {""altKey"":false,""charCode"":108,""ctrlKey"":false,""keyCode"":108,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726355907,""which"":108}
calibration_task-2-keypress_before_show_prompt_count: 0
calibration_task-2-reaction-time: 433
calibration_task-2-time-of-doTask: 1302071953985
calibration_task-2-time-of-keypress: 1302071955907
calibration_task-2-time-of-showCharacters: 1302071955474
calibration_task-20-keypress: {""altKey"":false,""charCode"":108,""ctrlKey"":false,""keyCode"":108,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726404020,""which"":108}
calibration_task-20-keypress_before_show_prompt_count: 0
calibration_task-20-reaction-time: 228
calibration_task-20-time-of-doTask: 1302072002914
calibration_task-20-time-of-keypress: 1302072004020
calibration_task-20-time-of-showCharacters: 1302072003792
calibration_task-21-keypress: {""altKey"":false,""charCode"":108,""ctrlKey"":false,""keyCode"":108,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726406354,""which"":108}
calibration_task-21-keypress_before_show_prompt_count: 0
calibration_task-21-reaction-time: 175
calibration_task-21-time-of-doTask: 1302072005024
calibration_task-21-time-of-keypress: 1302072006354
calibration_task-21-time-of-showCharacters: 1302072006179
calibration_task-22-keypress: {""altKey"":false,""charCode"":108,""ctrlKey"":false,""keyCode"":108,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726408322,""which"":108}
calibration_task-22-keypress_before_show_prompt_count: 0
calibration_task-22-reaction-time: 250
calibration_task-22-time-of-doTask: 1302072007356
calibration_task-22-time-of-keypress: 1302072008323
calibration_task-22-time-of-showCharacters: 1302072008073
calibration_task-23-keypress: {""altKey"":false,""charCode"":108,""ctrlKey"":false,""keyCode"":108,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726410818,""which"":108}
calibration_task-23-keypress_before_show_prompt_count: 0
calibration_task-23-reaction-time: 147
calibration_task-23-time-of-doTask: 1302072009325
calibration_task-23-time-of-keypress: 1302072010818
calibration_task-23-time-of-showCharacters: 1302072010671
calibration_task-24-keypress: {""altKey"":false,""charCode"":108,""ctrlKey"":false,""keyCode"":108,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726412752,""which"":108}
calibration_task-24-keypress_before_show_prompt_count: 0
calibration_task-24-reaction-time: 257
calibration_task-24-time-of-doTask: 1302072011821
calibration_task-24-time-of-keypress: 1302072012752
calibration_task-24-time-of-showCharacters: 1302072012495
calibration_task-3-keypress: {""altKey"":false,""charCode"":108,""ctrlKey"":false,""keyCode"":108,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726358529,""which"":108}
calibration_task-3-keypress_before_show_prompt_count: 0
calibration_task-3-reaction-time: 381
calibration_task-3-time-of-doTask: 1302071956910
calibration_task-3-time-of-keypress: 1302071958529
calibration_task-3-time-of-showCharacters: 1302071958148
calibration_task-4-keypress: {""altKey"":false,""charCode"":108,""ctrlKey"":false,""keyCode"":108,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726366517,""which"":108}
calibration_task-4-keypress_before_show_prompt_count: 1
calibration_task-4-reaction-time: 603
calibration_task-4-time-of-doTask: 1302071959532
calibration_task-4-time-of-keypress: 1302071966517
calibration_task-4-time-of-showCharacters: 1302071965914
calibration_task-5-keypress: {""altKey"":false,""charCode"":108,""ctrlKey"":false,""keyCode"":108,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726369228,""which"":108}
