calibration_task-0-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726401181,""which"":97}
calibration_task-0-keypress_before_show_prompt_count: 0
calibration_task-0-reaction-time: 364
calibration_task-0-time-of-doTask: 1302071999589
calibration_task-0-time-of-keypress: 1302072001181
calibration_task-0-time-of-showCharacters: 1302072000817
calibration_task-1-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726403903,""which"":97}
calibration_task-1-keypress_before_show_prompt_count: 0
calibration_task-1-reaction-time: 404
calibration_task-1-time-of-doTask: 1302072002183
calibration_task-1-time-of-keypress: 1302072003903
calibration_task-1-time-of-showCharacters: 1302072003499
calibration_task-10-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726426204,""which"":97}
calibration_task-10-keypress_before_show_prompt_count: 0
calibration_task-10-reaction-time: 364
calibration_task-10-time-of-doTask: 1302072024973
calibration_task-10-time-of-keypress: 1302072026204
calibration_task-10-time-of-showCharacters: 1302072025840
calibration_task-11-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726429124,""which"":97}
calibration_task-11-keypress_before_show_prompt_count: 0
calibration_task-11-reaction-time: 339
calibration_task-11-time-of-doTask: 1302072027218
calibration_task-11-time-of-keypress: 1302072029124
calibration_task-11-time-of-showCharacters: 1302072028785
calibration_task-12-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726431880,""which"":97}
calibration_task-12-keypress_before_show_prompt_count: 0
calibration_task-12-reaction-time: 305
calibration_task-12-time-of-doTask: 1302072030096
calibration_task-12-time-of-keypress: 1302072031880
calibration_task-12-time-of-showCharacters: 1302072031575
calibration_task-13-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726434768,""which"":97}
calibration_task-13-keypress_before_show_prompt_count: 0
calibration_task-13-reaction-time: 292
calibration_task-13-time-of-doTask: 1302072032888
calibration_task-13-time-of-keypress: 1302072034768
calibration_task-13-time-of-showCharacters: 1302072034476
calibration_task-14-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726436831,""which"":97}
calibration_task-14-keypress_before_show_prompt_count: 0
calibration_task-14-reaction-time: 439
calibration_task-14-time-of-doTask: 1302072035769
calibration_task-14-time-of-keypress: 1302072036831
calibration_task-14-time-of-showCharacters: 1302072036392
calibration_task-15-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726438967,""which"":97}
calibration_task-15-keypress_before_show_prompt_count: 0
calibration_task-15-reaction-time: 307
calibration_task-15-time-of-doTask: 1302072037832
calibration_task-15-time-of-keypress: 1302072038967
calibration_task-15-time-of-showCharacters: 1302072038660
calibration_task-16-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726441591,""which"":97}
calibration_task-16-keypress_before_show_prompt_count: 0
calibration_task-16-reaction-time: 244
calibration_task-16-time-of-doTask: 1302072039978
calibration_task-16-time-of-keypress: 1302072041591
calibration_task-16-time-of-showCharacters: 1302072041347
calibration_task-17-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301726444151,""which"":97}
calibration_task-17-keypress_before_show_prompt_count: 0
calibration_task-17-reaction-time: 301
