calibration_task-0-keypress: {""altKey"":false,""charCode"":32,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727719929,""which"":32}
calibration_task-0-keypress_before_show_prompt_count: 0
calibration_task-0-reaction-time: 16705
calibration_task-0-time-of-doTask: 1302073301941
calibration_task-0-time-of-keypress: 1302073319930
calibration_task-0-time-of-showCharacters: 1302073303225
calibration_task-1-keypress: {""altKey"":false,""charCode"":98,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727723222,""which"":98}
calibration_task-1-keypress_before_show_prompt_count: 0
calibration_task-1-reaction-time: 1180
calibration_task-1-time-of-doTask: 1302073320935
calibration_task-1-time-of-keypress: 1302073323222
calibration_task-1-time-of-showCharacters: 1302073322042
calibration_task-10-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727760561,""which"":97}
calibration_task-10-keypress_before_show_prompt_count: 0
calibration_task-10-reaction-time: 709
calibration_task-10-time-of-doTask: 1302073359229
calibration_task-10-time-of-keypress: 1302073360562
calibration_task-10-time-of-showCharacters: 1302073359853
calibration_task-11-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727763547,""which"":97}
calibration_task-11-keypress_before_show_prompt_count: 0
calibration_task-11-reaction-time: 685
calibration_task-11-time-of-doTask: 1302073361566
calibration_task-11-time-of-keypress: 1302073363547
calibration_task-11-time-of-showCharacters: 1302073362862
calibration_task-12-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727766412,""which"":97}
calibration_task-12-keypress_before_show_prompt_count: 0
calibration_task-12-reaction-time: 418
calibration_task-12-time-of-doTask: 1302073364550
calibration_task-12-time-of-keypress: 1302073366412
calibration_task-12-time-of-showCharacters: 1302073365994
calibration_task-13-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727768901,""which"":97}
calibration_task-13-keypress_before_show_prompt_count: 0
calibration_task-13-reaction-time: 774
calibration_task-13-time-of-doTask: 1302073367416
calibration_task-13-time-of-keypress: 1302073368901
calibration_task-13-time-of-showCharacters: 1302073368127
calibration_task-14-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727771790,""which"":97}
calibration_task-14-keypress_before_show_prompt_count: 0
calibration_task-14-reaction-time: 486
calibration_task-14-time-of-doTask: 1302073369905
calibration_task-14-time-of-keypress: 1302073371790
calibration_task-14-time-of-showCharacters: 1302073371304
calibration_task-15-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727774078,""which"":97}
calibration_task-15-keypress_before_show_prompt_count: 0
calibration_task-15-reaction-time: 562
calibration_task-15-time-of-doTask: 1302073372794
calibration_task-15-time-of-keypress: 1302073374079
calibration_task-15-time-of-showCharacters: 1302073373517
calibration_task-16-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727776784,""which"":97}
calibration_task-16-keypress_before_show_prompt_count: 0
