calibration_task-0-keypress: {""altKey"":false,""charCode"":122,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728146293,""which"":122}
calibration_task-0-keypress_before_show_prompt_count: 0
calibration_task-0-reaction-time: 77335
calibration_task-0-time-of-doTask: 1302073668264
calibration_task-0-time-of-keypress: 1302073746294
calibration_task-0-time-of-showCharacters: 1302073668959
calibration_task-1-keypress: {""altKey"":false,""charCode"":122,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728155132,""which"":122}
calibration_task-1-keypress_before_show_prompt_count: 0
calibration_task-1-reaction-time: 6590
calibration_task-1-time-of-doTask: 1302073747295
calibration_task-1-time-of-keypress: 1302073755132
calibration_task-1-time-of-showCharacters: 1302073748542
calibration_task-10-keypress: {""altKey"":false,""charCode"":122,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728186289,""which"":122}
calibration_task-10-keypress_before_show_prompt_count: 0
calibration_task-10-reaction-time: 405
calibration_task-10-time-of-doTask: 1302073784528
calibration_task-10-time-of-keypress: 1302073786289
calibration_task-10-time-of-showCharacters: 1302073785884
calibration_task-11-keypress: {""altKey"":false,""charCode"":122,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728188383,""which"":122}
calibration_task-11-keypress_before_show_prompt_count: 0
calibration_task-11-reaction-time: 482
calibration_task-11-time-of-doTask: 1302073787291
calibration_task-11-time-of-keypress: 1302073788383
calibration_task-11-time-of-showCharacters: 1302073787901
calibration_task-12-keypress: {""altKey"":false,""charCode"":122,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728190821,""which"":122}
calibration_task-12-keypress_before_show_prompt_count: 0
calibration_task-12-reaction-time: 293
calibration_task-12-time-of-doTask: 1302073789386
calibration_task-12-time-of-keypress: 1302073790821
calibration_task-12-time-of-showCharacters: 1302073790528
calibration_task-13-keypress: {""altKey"":false,""charCode"":122,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728209904,""which"":122}
calibration_task-13-keypress_before_show_prompt_count: 1
calibration_task-13-reaction-time: 8514
calibration_task-13-time-of-doTask: 1302073791823
calibration_task-13-time-of-keypress: 1302073809904
calibration_task-13-time-of-showCharacters: 1302073801390
calibration_task-14-keypress: {""altKey"":false,""charCode"":122,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728213585,""which"":122}
calibration_task-14-keypress_before_show_prompt_count: 0
calibration_task-14-reaction-time: 1155
calibration_task-14-time-of-doTask: 1302073810906
calibration_task-14-time-of-keypress: 1302073813585
calibration_task-14-time-of-showCharacters: 1302073812430
calibration_task-15-keypress: {""altKey"":false,""charCode"":122,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728216014,""which"":122}
calibration_task-15-keypress_before_show_prompt_count: 0
calibration_task-15-reaction-time: 488
calibration_task-15-time-of-doTask: 1302073814587
