calibration_task-0-keypress: {""altKey"":false,""charCode"":118,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727847574,""which"":118}
calibration_task-0-keypress_before_show_prompt_count: 0
calibration_task-0-reaction-time: 10979
calibration_task-0-time-of-doTask: 1302073435175
calibration_task-0-time-of-keypress: 1302073447574
calibration_task-0-time-of-showCharacters: 1302073436595
calibration_task-1-keypress: {""altKey"":false,""charCode"":118,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727851845,""which"":118}
calibration_task-1-keypress_before_show_prompt_count: 0
calibration_task-1-reaction-time: 1960
calibration_task-1-time-of-doTask: 1302073448578
calibration_task-1-time-of-keypress: 1302073451845
calibration_task-1-time-of-showCharacters: 1302073449885
calibration_task-10-keypress: {""altKey"":false,""charCode"":118,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727883812,""which"":118}
calibration_task-10-keypress_before_show_prompt_count: 0
calibration_task-10-reaction-time: 456
calibration_task-10-time-of-doTask: 1302073482058
calibration_task-10-time-of-keypress: 1302073483813
calibration_task-10-time-of-showCharacters: 1302073483357
calibration_task-11-keypress: {""altKey"":false,""charCode"":118,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727886591,""which"":118}
calibration_task-11-keypress_before_show_prompt_count: 0
calibration_task-11-reaction-time: 440
calibration_task-11-time-of-doTask: 1302073484816
calibration_task-11-time-of-keypress: 1302073486591
calibration_task-11-time-of-showCharacters: 1302073486151
calibration_task-12-keypress: {""altKey"":false,""charCode"":118,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727889559,""which"":118}
calibration_task-12-keypress_before_show_prompt_count: 0
calibration_task-12-reaction-time: 389
calibration_task-12-time-of-doTask: 1302073487595
calibration_task-12-time-of-keypress: 1302073489559
calibration_task-12-time-of-showCharacters: 1302073489170
calibration_task-13-keypress: {""altKey"":false,""charCode"":118,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727891902,""which"":118}
calibration_task-13-keypress_before_show_prompt_count: 0
calibration_task-13-reaction-time: 335
calibration_task-13-time-of-doTask: 1302073490562
calibration_task-13-time-of-keypress: 1302073491903
calibration_task-13-time-of-showCharacters: 1302073491568
calibration_task-14-keypress: {""altKey"":false,""charCode"":118,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727894685,""which"":118}
calibration_task-14-keypress_before_show_prompt_count: 0
calibration_task-14-reaction-time: 269
calibration_task-14-time-of-doTask: 1302073492906
calibration_task-14-time-of-keypress: 1302073494685
calibration_task-14-time-of-showCharacters: 1302073494416
calibration_task-15-keypress: {""altKey"":false,""charCode"":118,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727896902,""which"":118}
calibration_task-15-keypress_before_show_prompt_count: 0
calibration_task-15-reaction-time: 345
calibration_task-15-time-of-doTask: 1302073495688
calibration_task-15-time-of-keypress: 1302073496902
calibration_task-15-time-of-showCharacters: 1302073496557
calibration_task-16-keypress: {""altKey"":false,""charCode"":118,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727899731,""which"":118}
calibration_task-16-keypress_before_show_prompt_count: 0
calibration_task-16-reaction-time: 363
calibration_task-16-time-of-doTask: 1302073497907
calibration_task-16-time-of-keypress: 1302073499732
calibration_task-16-time-of-showCharacters: 1302073499369
calibration_task-17-keypress: {""altKey"":false,""charCode"":118,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727902151,""which"":118}
calibration_task-17-keypress_before_show_prompt_count: 0
calibration_task-17-reaction-time: 311
calibration_task-17-time-of-doTask: 1302073500734
calibration_task-17-time-of-keypress: 1302073502151
calibration_task-17-time-of-showCharacters: 1302073501840
calibration_task-18-keypress: {""altKey"":false,""charCode"":118,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727904335,""which"":118}
calibration_task-18-keypress_before_show_prompt_count: 0
calibration_task-18-reaction-time: 345
calibration_task-18-time-of-doTask: 1302073503154
calibration_task-18-time-of-keypress: 1302073504335
calibration_task-18-time-of-showCharacters: 1302073503990
calibration_task-19-keypress: {""altKey"":false,""charCode"":118,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727906619,""which"":118}
calibration_task-19-keypress_before_show_prompt_count: 0
calibration_task-19-reaction-time: 300
calibration_task-19-time-of-doTask: 1302073505337
calibration_task-19-time-of-keypress: 1302073506620
calibration_task-19-time-of-showCharacters: 1302073506320
calibration_task-2-keypress: {""altKey"":false,""charCode"":118,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727855129,""which"":118}
calibration_task-2-keypress_before_show_prompt_count: 0
calibration_task-2-reaction-time: 1098
calibration_task-2-time-of-doTask: 1302073452849
calibration_task-2-time-of-keypress: 1302073455130
calibration_task-2-time-of-showCharacters: 1302073454032
calibration_task-20-keypress: {""altKey"":false,""charCode"":118,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727909216,""which"":118}
calibration_task-20-keypress_before_show_prompt_count: 0
calibration_task-20-reaction-time: 252
calibration_task-20-time-of-doTask: 1302073507622
calibration_task-20-time-of-keypress: 1302073509217
calibration_task-20-time-of-showCharacters: 1302073508965
calibration_task-21-keypress: {""altKey"":false,""charCode"":118,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727911472,""which"":118}
calibration_task-21-keypress_before_show_prompt_count: 0
calibration_task-21-reaction-time: 365
calibration_task-21-time-of-doTask: 1302073510219
calibration_task-21-time-of-keypress: 1302073511472
calibration_task-21-time-of-showCharacters: 1302073511107
calibration_task-22-keypress: {""altKey"":false,""charCode"":118,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727914027,""which"":118}
calibration_task-22-keypress_before_show_prompt_count: 0
calibration_task-22-reaction-time: 260
calibration_task-22-time-of-doTask: 1302073512475
calibration_task-22-time-of-keypress: 1302073514027
calibration_task-22-time-of-showCharacters: 1302073513767
calibration_task-23-keypress: {""altKey"":false,""charCode"":118,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727916189,""which"":118}
calibration_task-23-keypress_before_show_prompt_count: 0
calibration_task-23-reaction-time: 270
calibration_task-23-time-of-doTask: 1302073515030
calibration_task-23-time-of-keypress: 1302073516189
calibration_task-23-time-of-showCharacters: 1302073515919
calibration_task-24-keypress: {""altKey"":false,""charCode"":118,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727918368,""which"":118}
calibration_task-24-keypress_before_show_prompt_count: 0
calibration_task-24-reaction-time: 440
