calibration_task-0-keypress: {""altKey"":false,""charCode"":35,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":true,""timeStamp"":1301728274683,""which"":35}
calibration_task-0-keypress_before_show_prompt_count: 0
calibration_task-0-reaction-time: 8820
calibration_task-0-time-of-doTask: 1302073865172
calibration_task-0-time-of-keypress: 1302073874688
calibration_task-0-time-of-showCharacters: 1302073865868
calibration_task-1-keypress: {""altKey"":false,""charCode"":35,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":true,""timeStamp"":1301728278931,""which"":35}
calibration_task-1-keypress_before_show_prompt_count: 0
calibration_task-1-reaction-time: 1573
calibration_task-1-time-of-doTask: 1302073875966
calibration_task-1-time-of-keypress: 1302073878933
calibration_task-1-time-of-showCharacters: 1302073877360
calibration_task-10-keypress: {""altKey"":false,""charCode"":35,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":true,""timeStamp"":1301728324941,""which"":35}
calibration_task-10-keypress_before_show_prompt_count: 0
calibration_task-10-reaction-time: 626
calibration_task-10-time-of-doTask: 1302073923403
calibration_task-10-time-of-keypress: 1302073924942
calibration_task-10-time-of-showCharacters: 1302073924316
calibration_task-11-keypress: {""altKey"":false,""charCode"":35,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":true,""timeStamp"":1301728328218,""which"":35}
calibration_task-11-keypress_before_show_prompt_count: 0
calibration_task-11-reaction-time: 942
calibration_task-11-time-of-doTask: 1302073925955
calibration_task-11-time-of-keypress: 1302073928218
calibration_task-11-time-of-showCharacters: 1302073927276
calibration_task-12-keypress: {""altKey"":false,""charCode"":35,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":true,""timeStamp"":1301728330966,""which"":35}
calibration_task-12-keypress_before_show_prompt_count: 0
calibration_task-12-reaction-time: 583
calibration_task-12-time-of-doTask: 1302073929226
calibration_task-12-time-of-keypress: 1302073930966
calibration_task-12-time-of-showCharacters: 1302073930383
calibration_task-13-keypress: {""altKey"":false,""charCode"":35,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":true,""timeStamp"":1301728333723,""which"":35}
calibration_task-13-keypress_before_show_prompt_count: 0
calibration_task-13-reaction-time: 488
calibration_task-13-time-of-doTask: 1302073931975
calibration_task-13-time-of-keypress: 1302073933724
calibration_task-13-time-of-showCharacters: 1302073933236
