calibration_task-0-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301724910815,""which"":97}
calibration_task-0-keypress_before_show_prompt_count: 0
calibration_task-0-reaction-time: 4718
calibration_task-0-time-of-doTask: 1302070504818
calibration_task-0-time-of-keypress: 1302070510815
calibration_task-0-time-of-showCharacters: 1302070506097
calibration_task-1-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301724913366,""which"":97}
calibration_task-1-keypress_before_show_prompt_count: 0
calibration_task-1-reaction-time: 645
calibration_task-1-time-of-doTask: 1302070511819
calibration_task-1-time-of-keypress: 1302070513366
calibration_task-1-time-of-showCharacters: 1302070512721
calibration_task-10-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301724942580,""which"":97}
calibration_task-10-keypress_before_show_prompt_count: 0
calibration_task-10-reaction-time: 454
calibration_task-10-time-of-doTask: 1302070540665
calibration_task-10-time-of-keypress: 1302070542581
calibration_task-10-time-of-showCharacters: 1302070542127
calibration_task-11-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301724948301,""which"":97}
calibration_task-11-keypress_before_show_prompt_count: 1
calibration_task-11-reaction-time: 394
calibration_task-11-time-of-doTask: 1302070543585
calibration_task-11-time-of-keypress: 1302070548301
calibration_task-11-time-of-showCharacters: 1302070547907
calibration_task-12-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301724950724,""which"":97}
calibration_task-12-keypress_before_show_prompt_count: 0
calibration_task-12-reaction-time: 448
calibration_task-12-time-of-doTask: 1302070549306
calibration_task-12-time-of-keypress: 1302070550724
calibration_task-12-time-of-showCharacters: 1302070550276
calibration_task-13-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301724952996,""which"":97}
calibration_task-13-keypress_before_show_prompt_count: 0
calibration_task-13-reaction-time: 475
calibration_task-13-time-of-doTask: 1302070551729
calibration_task-13-time-of-keypress: 1302070552996
calibration_task-13-time-of-showCharacters: 1302070552521
calibration_task-14-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301724954924,""which"":97}
calibration_task-14-keypress_before_show_prompt_count: 0
calibration_task-14-reaction-time: 299
calibration_task-14-time-of-doTask: 1302070554001
calibration_task-14-time-of-keypress: 1302070554924
calibration_task-14-time-of-showCharacters: 1302070554625
calibration_task-15-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301724956892,""which"":97}
calibration_task-15-keypress_before_show_prompt_count: 0
calibration_task-15-reaction-time: 280
calibration_task-15-time-of-doTask: 1302070555929
calibration_task-15-time-of-keypress: 1302070556892
calibration_task-15-time-of-showCharacters: 1302070556612
calibration_task-16-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301724959540,""which"":97}
calibration_task-16-keypress_before_show_prompt_count: 0
calibration_task-16-reaction-time: 237
calibration_task-16-time-of-doTask: 1302070557897
calibration_task-16-time-of-keypress: 1302070559540
calibration_task-16-time-of-showCharacters: 1302070559303
calibration_task-17-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301724961668,""which"":97}
calibration_task-17-keypress_before_show_prompt_count: 0
calibration_task-17-reaction-time: 369
calibration_task-17-time-of-doTask: 1302070560545
calibration_task-17-time-of-keypress: 1302070561668
calibration_task-17-time-of-showCharacters: 1302070561299
calibration_task-18-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301724964292,""which"":97}
calibration_task-18-keypress_before_show_prompt_count: 0
calibration_task-18-reaction-time: 261
calibration_task-18-time-of-doTask: 1302070562672
calibration_task-18-time-of-keypress: 1302070564292
calibration_task-18-time-of-showCharacters: 1302070564031
calibration_task-19-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":97,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301724966804,""which"":97}
calibration_task-19-keypress_before_show_prompt_count: 0
calibration_task-19-reaction-time: 353
calibration_task-19-time-of-doTask: 1302070565297
