calibration_task-0-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727801952,""which"":97}
calibration_task-0-keypress_before_show_prompt_count: 0
calibration_task-0-reaction-time: 9154
calibration_task-0-time-of-doTask: 1302073391576
calibration_task-0-time-of-keypress: 1302073401952
calibration_task-0-time-of-showCharacters: 1302073392798
calibration_task-1-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727804983,""which"":97}
calibration_task-1-keypress_before_show_prompt_count: 0
calibration_task-1-reaction-time: 465
calibration_task-1-time-of-doTask: 1302073402954
calibration_task-1-time-of-keypress: 1302073404984
calibration_task-1-time-of-showCharacters: 1302073404519
calibration_task-10-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727826383,""which"":97}
calibration_task-10-keypress_before_show_prompt_count: 0
calibration_task-10-reaction-time: 248
calibration_task-10-time-of-doTask: 1302073424873
calibration_task-10-time-of-keypress: 1302073426383
calibration_task-10-time-of-showCharacters: 1302073426135
calibration_task-11-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727828463,""which"":97}
calibration_task-11-keypress_before_show_prompt_count: 0
calibration_task-11-reaction-time: 279
calibration_task-11-time-of-doTask: 1302073427385
calibration_task-11-time-of-keypress: 1302073428463
calibration_task-11-time-of-showCharacters: 1302073428184
calibration_task-12-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727830647,""which"":97}
calibration_task-12-keypress_before_show_prompt_count: 0
calibration_task-12-reaction-time: 543
calibration_task-12-time-of-doTask: 1302073429464
calibration_task-12-time-of-keypress: 1302073430647
calibration_task-12-time-of-showCharacters: 1302073430104
calibration_task-13-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727836295,""which"":97}
calibration_task-13-keypress_before_show_prompt_count: 1
calibration_task-13-reaction-time: 330
calibration_task-13-time-of-doTask: 1302073431648
calibration_task-13-time-of-keypress: 1302073436295
calibration_task-13-time-of-showCharacters: 1302073435965
calibration_task-14-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727838735,""which"":97}
calibration_task-14-keypress_before_show_prompt_count: 0
calibration_task-14-reaction-time: 303
calibration_task-14-time-of-doTask: 1302073437296
calibration_task-14-time-of-keypress: 1302073438735
calibration_task-14-time-of-showCharacters: 1302073438432
calibration_task-15-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727840823,""which"":97}
calibration_task-15-keypress_before_show_prompt_count: 0
calibration_task-15-reaction-time: 313
calibration_task-15-time-of-doTask: 1302073439736
calibration_task-15-time-of-keypress: 1302073440823
calibration_task-15-time-of-showCharacters: 1302073440510
calibration_task-16-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727843703,""which"":97}
calibration_task-16-keypress_before_show_prompt_count: 0
calibration_task-16-reaction-time: 293
calibration_task-16-time-of-doTask: 1302073441825
calibration_task-16-time-of-keypress: 1302073443703
calibration_task-16-time-of-showCharacters: 1302073443410
calibration_task-17-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727845751,""which"":97}
calibration_task-17-keypress_before_show_prompt_count: 0
calibration_task-17-reaction-time: 343
calibration_task-17-time-of-doTask: 1302073444705
calibration_task-17-time-of-keypress: 1302073445751
calibration_task-17-time-of-showCharacters: 1302073445408
calibration_task-18-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727847630,""which"":97}
calibration_task-18-keypress_before_show_prompt_count: 0
calibration_task-18-reaction-time: 278
calibration_task-18-time-of-doTask: 1302073446751
calibration_task-18-time-of-keypress: 1302073447631
calibration_task-18-time-of-showCharacters: 1302073447353
calibration_task-19-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727850406,""which"":97}
calibration_task-19-keypress_before_show_prompt_count: 0
calibration_task-19-reaction-time: 276
calibration_task-19-time-of-doTask: 1302073448632
calibration_task-19-time-of-keypress: 1302073450407
calibration_task-19-time-of-showCharacters: 1302073450131
calibration_task-2-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727807703,""which"":97}
calibration_task-2-keypress_before_show_prompt_count: 0
calibration_task-2-reaction-time: 374
calibration_task-2-time-of-doTask: 1302073405985
calibration_task-2-time-of-keypress: 1302073407704
calibration_task-2-time-of-showCharacters: 1302073407330
calibration_task-20-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727852950,""which"":97}
calibration_task-20-keypress_before_show_prompt_count: 0
calibration_task-20-reaction-time: 231
calibration_task-20-time-of-doTask: 1302073451408
calibration_task-20-time-of-keypress: 1302073452951
calibration_task-20-time-of-showCharacters: 1302073452720
calibration_task-21-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727855758,""which"":97}
calibration_task-21-keypress_before_show_prompt_count: 0
calibration_task-21-reaction-time: 278
calibration_task-21-time-of-doTask: 1302073453952
calibration_task-21-time-of-keypress: 1302073455758
calibration_task-21-time-of-showCharacters: 1302073455480
calibration_task-22-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727858374,""which"":97}
calibration_task-22-keypress_before_show_prompt_count: 0
calibration_task-22-reaction-time: 328
calibration_task-22-time-of-doTask: 1302073456760
calibration_task-22-time-of-keypress: 1302073458374
calibration_task-22-time-of-showCharacters: 1302073458046
calibration_task-23-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727860382,""which"":97}
calibration_task-23-keypress_before_show_prompt_count: 0
calibration_task-23-reaction-time: 335
calibration_task-23-time-of-doTask: 1302073459376
calibration_task-23-time-of-keypress: 1302073460382
calibration_task-23-time-of-showCharacters: 1302073460047
calibration_task-24-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727863086,""which"":97}
calibration_task-24-keypress_before_show_prompt_count: 0
calibration_task-24-reaction-time: 365
calibration_task-24-time-of-doTask: 1302073461383
calibration_task-24-time-of-keypress: 1302073463086
calibration_task-24-time-of-showCharacters: 1302073462721
calibration_task-3-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727810495,""which"":97}
calibration_task-3-keypress_before_show_prompt_count: 0
calibration_task-3-reaction-time: 244
