calibration_task-0-keypress: {""altKey"":false,""charCode"":117,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727163661,""which"":117}
calibration_task-0-keypress_before_show_prompt_count: 0
calibration_task-0-reaction-time: 35961
calibration_task-0-time-of-doTask: 1302072726995
calibration_task-0-time-of-keypress: 1302072763662
calibration_task-0-time-of-showCharacters: 1302072727701
calibration_task-1-keypress: {""altKey"":false,""charCode"":101,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727165685,""which"":101}
calibration_task-1-keypress_before_show_prompt_count: 0
calibration_task-1-reaction-time: 296
calibration_task-1-time-of-doTask: 1302072764671
calibration_task-1-time-of-keypress: 1302072765686
calibration_task-1-time-of-showCharacters: 1302072765390
calibration_task-10-keypress: {""altKey"":false,""charCode"":104,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727204332,""which"":104}
calibration_task-10-keypress_before_show_prompt_count: 0
calibration_task-10-reaction-time: 363
calibration_task-10-time-of-doTask: 1302072802870
calibration_task-10-time-of-keypress: 1302072804332
calibration_task-10-time-of-showCharacters: 1302072803969
calibration_task-11-keypress: {""altKey"":false,""charCode"":104,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727206561,""which"":104}
calibration_task-11-keypress_before_show_prompt_count: 0
calibration_task-11-reaction-time: 310
calibration_task-11-time-of-doTask: 1302072805337
calibration_task-11-time-of-keypress: 1302072806562
calibration_task-11-time-of-showCharacters: 1302072806252
calibration_task-12-keypress: {""altKey"":false,""charCode"":104,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727211878,""which"":104}
calibration_task-12-keypress_before_show_prompt_count: 1
calibration_task-12-reaction-time: 317
calibration_task-12-time-of-doTask: 1302072808996
calibration_task-12-time-of-keypress: 1302072811879
calibration_task-12-time-of-showCharacters: 1302072811562
calibration_task-13-keypress: {""altKey"":false,""charCode"":32,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727214401,""which"":32}
calibration_task-13-keypress_before_show_prompt_count: 0
calibration_task-13-reaction-time: 233
calibration_task-13-time-of-doTask: 1302072812887
calibration_task-13-time-of-keypress: 1302072814401
calibration_task-13-time-of-showCharacters: 1302072814168
calibration_task-14-keypress: {""altKey"":false,""charCode"":104,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727217053,""which"":104}
calibration_task-14-keypress_before_show_prompt_count: 0
calibration_task-14-reaction-time: 335
calibration_task-14-time-of-doTask: 1302072815402
calibration_task-14-time-of-keypress: 1302072817054
calibration_task-14-time-of-showCharacters: 1302072816719
calibration_task-15-keypress: {""altKey"":false,""charCode"":104,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727221004,""which"":104}
calibration_task-15-keypress_before_show_prompt_count: 0
calibration_task-15-reaction-time: 263
calibration_task-15-time-of-doTask: 1302072819377
calibration_task-15-time-of-keypress: 1302072821005
calibration_task-15-time-of-showCharacters: 1302072820742
calibration_task-16-keypress: {""altKey"":false,""charCode"":104,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727224309,""which"":104}
calibration_task-16-keypress_before_show_prompt_count: 1
calibration_task-16-reaction-time: 386
calibration_task-16-time-of-doTask: 1302072822010
calibration_task-16-time-of-keypress: 1302072824310
calibration_task-16-time-of-showCharacters: 1302072823924
calibration_task-17-keypress: {""altKey"":false,""charCode"":104,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727227082,""which"":104}
calibration_task-17-keypress_before_show_prompt_count: 0
calibration_task-17-reaction-time: 214
calibration_task-17-time-of-doTask: 1302072825315
calibration_task-17-time-of-keypress: 1302072827083
calibration_task-17-time-of-showCharacters: 1302072826869
calibration_task-18-keypress: {""altKey"":false,""charCode"":104,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727229412,""which"":104}
calibration_task-18-keypress_before_show_prompt_count: 0
calibration_task-18-reaction-time: 276
calibration_task-18-time-of-doTask: 1302072828088
calibration_task-18-time-of-keypress: 1302072829412
calibration_task-18-time-of-showCharacters: 1302072829136
calibration_task-19-keypress: {""altKey"":false,""charCode"":116,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727231999,""which"":116}
calibration_task-19-keypress_before_show_prompt_count: 0
calibration_task-19-reaction-time: 42
calibration_task-19-time-of-doTask: 1302072830417
calibration_task-19-time-of-keypress: 1302072832000
calibration_task-19-time-of-showCharacters: 1302072831958
calibration_task-2-keypress: {""altKey"":false,""charCode"":117,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727175354,""which"":117}
calibration_task-2-keypress_before_show_prompt_count: 2
calibration_task-2-reaction-time: 3617
calibration_task-2-time-of-doTask: 1302072766692
calibration_task-2-time-of-keypress: 1302072775354
calibration_task-2-time-of-showCharacters: 1302072771737
calibration_task-20-keypress: {""altKey"":false,""charCode"":116,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727234694,""which"":116}
calibration_task-20-keypress_before_show_prompt_count: 0
calibration_task-20-reaction-time: 214
calibration_task-20-time-of-doTask: 1302072833005
calibration_task-20-time-of-keypress: 1302072834695
calibration_task-20-time-of-showCharacters: 1302072834481
calibration_task-21-keypress: {""altKey"":false,""charCode"":116,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727237405,""which"":116}
calibration_task-21-keypress_before_show_prompt_count: 0
calibration_task-21-reaction-time: 247
calibration_task-21-time-of-doTask: 1302072835699
calibration_task-21-time-of-keypress: 1302072837405
calibration_task-21-time-of-showCharacters: 1302072837158
calibration_task-22-keypress: {""altKey"":false,""charCode"":116,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301727244545,""which"":116}
calibration_task-22-keypress_before_show_prompt_count: 1
calibration_task-22-reaction-time: 296
calibration_task-22-time-of-doTask: 1302072838411
calibration_task-22-time-of-keypress: 1302072844546
calibration_task-22-time-of-showCharacters: 1302072844250
