calibration_task-0-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728122591,""which"":97}
calibration_task-0-keypress_before_show_prompt_count: 0
calibration_task-0-reaction-time: 21318
calibration_task-0-time-of-doTask: 1302073699911
calibration_task-0-time-of-keypress: 1302073722591
calibration_task-0-time-of-showCharacters: 1302073701273
calibration_task-1-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728126495,""which"":97}
calibration_task-1-keypress_before_show_prompt_count: 0
calibration_task-1-reaction-time: 1739
calibration_task-1-time-of-doTask: 1302073723601
calibration_task-1-time-of-keypress: 1302073726496
calibration_task-1-time-of-showCharacters: 1302073724757
calibration_task-10-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728156619,""which"":97}
calibration_task-10-keypress_before_show_prompt_count: 0
calibration_task-10-reaction-time: 283
calibration_task-10-time-of-doTask: 1302073754846
calibration_task-10-time-of-keypress: 1302073756620
calibration_task-10-time-of-showCharacters: 1302073756337
calibration_task-11-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728159132,""which"":97}
calibration_task-11-keypress_before_show_prompt_count: 0
calibration_task-11-reaction-time: 319
calibration_task-11-time-of-doTask: 1302073757626
calibration_task-11-time-of-keypress: 1302073759132
calibration_task-11-time-of-showCharacters: 1302073758813
calibration_task-12-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728165020,""which"":97}
calibration_task-12-keypress_before_show_prompt_count: 1
calibration_task-12-reaction-time: 350
calibration_task-12-time-of-doTask: 1302073760139
calibration_task-12-time-of-keypress: 1302073765021
calibration_task-12-time-of-showCharacters: 1302073764671
calibration_task-13-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728167926,""which"":97}
calibration_task-13-keypress_before_show_prompt_count: 0
calibration_task-13-reaction-time: 314
calibration_task-13-time-of-doTask: 1302073766029
calibration_task-13-time-of-keypress: 1302073767927
calibration_task-13-time-of-showCharacters: 1302073767613
calibration_task-14-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728170101,""which"":97}
calibration_task-14-keypress_before_show_prompt_count: 0
calibration_task-14-reaction-time: 282
calibration_task-14-time-of-doTask: 1302073768932
calibration_task-14-time-of-keypress: 1302073770102
calibration_task-14-time-of-showCharacters: 1302073769820
calibration_task-15-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728172553,""which"":97}
calibration_task-15-keypress_before_show_prompt_count: 0
calibration_task-15-reaction-time: 228
calibration_task-15-time-of-doTask: 1302073771108
calibration_task-15-time-of-keypress: 1302073772554
calibration_task-15-time-of-showCharacters: 1302073772326
calibration_task-16-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728175483,""which"":97}
calibration_task-16-keypress_before_show_prompt_count: 0
calibration_task-16-reaction-time: 1289
calibration_task-16-time-of-doTask: 1302073773560
calibration_task-16-time-of-keypress: 1302073775483
calibration_task-16-time-of-showCharacters: 1302073774194
calibration_task-17-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728177435,""which"":97}
calibration_task-17-keypress_before_show_prompt_count: 0
calibration_task-17-reaction-time: 226
calibration_task-17-time-of-doTask: 1302073776490
calibration_task-17-time-of-keypress: 1302073777435
calibration_task-17-time-of-showCharacters: 1302073777209
calibration_task-18-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728179937,""which"":97}
calibration_task-18-keypress_before_show_prompt_count: 0
calibration_task-18-reaction-time: 269
calibration_task-18-time-of-doTask: 1302073778441
calibration_task-18-time-of-keypress: 1302073779938
calibration_task-18-time-of-showCharacters: 1302073779669
calibration_task-19-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728182250,""which"":97}
calibration_task-19-keypress_before_show_prompt_count: 0
calibration_task-19-reaction-time: 465
calibration_task-19-time-of-doTask: 1302073780943
calibration_task-19-time-of-keypress: 1302073782250
calibration_task-19-time-of-showCharacters: 1302073781785
calibration_task-2-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728130556,""which"":97}
calibration_task-2-keypress_before_show_prompt_count: 0
calibration_task-2-reaction-time: 1633
calibration_task-2-time-of-doTask: 1302073727501
calibration_task-2-time-of-keypress: 1302073730556
calibration_task-2-time-of-showCharacters: 1302073728923
calibration_task-20-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728184931,""which"":97}
calibration_task-20-keypress_before_show_prompt_count: 0
calibration_task-20-reaction-time: 243
calibration_task-20-time-of-doTask: 1302073783255
calibration_task-20-time-of-keypress: 1302073784931
calibration_task-20-time-of-showCharacters: 1302073784688
calibration_task-21-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728187260,""which"":97}
calibration_task-21-keypress_before_show_prompt_count: 0
calibration_task-21-reaction-time: 247
calibration_task-21-time-of-doTask: 1302073785938
calibration_task-21-time-of-keypress: 1302073787260
calibration_task-21-time-of-showCharacters: 1302073787013
calibration_task-22-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728189564,""which"":97}
calibration_task-22-keypress_before_show_prompt_count: 0
calibration_task-22-reaction-time: 230
calibration_task-22-time-of-doTask: 1302073788266
calibration_task-22-time-of-keypress: 1302073789564
calibration_task-22-time-of-showCharacters: 1302073789334
calibration_task-23-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728191699,""which"":97}
calibration_task-23-keypress_before_show_prompt_count: 0
calibration_task-23-reaction-time: 517
calibration_task-23-time-of-doTask: 1302073790572
calibration_task-23-time-of-keypress: 1302073791699
calibration_task-23-time-of-showCharacters: 1302073791182
calibration_task-24-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728195647,""which"":97}
calibration_task-24-keypress_before_show_prompt_count: 1
calibration_task-24-reaction-time: 247
calibration_task-24-time-of-doTask: 1302073792706
calibration_task-24-time-of-keypress: 1302073795648
calibration_task-24-time-of-showCharacters: 1302073795401
calibration_task-3-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728134095,""which"":97}
calibration_task-3-keypress_before_show_prompt_count: 0
calibration_task-3-reaction-time: 1284
calibration_task-3-time-of-doTask: 1302073731563
calibration_task-3-time-of-keypress: 1302073734096
calibration_task-3-time-of-showCharacters: 1302073732812
calibration_task-4-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728136043,""which"":97}
calibration_task-4-keypress_before_show_prompt_count: 0
calibration_task-4-reaction-time: 187
calibration_task-4-time-of-doTask: 1302073735101
calibration_task-4-time-of-keypress: 1302073736043
calibration_task-4-time-of-showCharacters: 1302073735856
calibration_task-5-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728143645,""which"":97}
calibration_task-5-keypress_before_show_prompt_count: 1
calibration_task-5-reaction-time: 387
calibration_task-5-time-of-doTask: 1302073737050
calibration_task-5-time-of-keypress: 1302073743646
calibration_task-5-time-of-showCharacters: 1302073743259
calibration_task-6-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728146514,""which"":97}
calibration_task-6-keypress_before_show_prompt_count: 0
calibration_task-6-reaction-time: 306
calibration_task-6-time-of-doTask: 1302073744655
calibration_task-6-time-of-keypress: 1302073746515
calibration_task-6-time-of-showCharacters: 1302073746209
calibration_task-7-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728148734,""which"":97}
calibration_task-7-keypress_before_show_prompt_count: 0
calibration_task-7-reaction-time: 502
calibration_task-7-time-of-doTask: 1302073747524
calibration_task-7-time-of-keypress: 1302073748735
calibration_task-7-time-of-showCharacters: 1302073748233
calibration_task-8-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728151465,""which"":97}
calibration_task-8-keypress_before_show_prompt_count: 0
calibration_task-8-reaction-time: 295
calibration_task-8-time-of-doTask: 1302073749741
calibration_task-8-time-of-keypress: 1302073751466
calibration_task-8-time-of-showCharacters: 1302073751171
calibration_task-9-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728153840,""which"":97}
calibration_task-9-keypress_before_show_prompt_count: 0
calibration_task-9-reaction-time: 544
calibration_task-9-time-of-doTask: 1302073752472
calibration_task-9-time-of-keypress: 1302073753840
calibration_task-9-time-of-showCharacters: 1302073753296
duration: 0y 0d 0h 18m 2s 118ms
feedback: checks ones ability of quickness and distinguishability
form-load-time: 1302073675348
form-submit-time: 1302074764067
jQuery.browser.mozilla: true
jQuery.browser.msie: 
jQuery.browser.opera: 
jQuery.browser.safari: 
jQuery.browser.version: 1.9.2.16
jQuery.browser.webkit: 
navigator.appCodeName: Mozilla
navigator.appName: Netscape
navigator.appVersion: 5.0 (Windows; en-GB)
navigator.platform: Win32
navigator.userAgent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-GB; rv:1.9.2.16) Gecko/20110319 AskTbNG2V5/3.9.1.14019 Firefox/3.6.16
navigator.vendor: 
reject: 
screenAvailHeight: 738
screenAvailWidth: 1366
screenHeight: 768
screenWidth: 1366
submit: Submit
task-0-are-same: true
task-0-character-0-alphabet: sylheti
task-0-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3s20y9glnoh1919duil.png
task-0-character-0-character-number: 19
task-0-character-0-id: a3209gno9duil
task-0-character-1-alphabet: sylheti
task-0-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avslbykml6qh19ipb1s.png
task-0-character-1-character-number: 19
task-0-character-1-id: avlbkm6qpb1s
task-0-is-correct-answer: true
task-0-keypress: 
task-0-keypress_before_show_prompt_count: 
task-0-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-0-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-0-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-0-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-0-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-0-reaction-time: -1
task-0-time-of-doTask: 1302073830839
task-0-time-of-keypress: 
task-0-time-of-showCharacters: 1302073831557
task-1-are-same: false
task-1-character-0-alphabet: tagalog
task-1-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ts3anjgxha02cehcip.png
task-1-character-0-character-number: 02
task-1-character-0-id: a1s3njxhehcip
task-1-character-1-alphabet: inuktitut
task-1-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1ij8ns7ugik01uyto4a.png
task-1-character-1-character-number: 01
task-1-character-1-id: a1j8s7giyto4a
task-1-is-correct-answer: true
task-1-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728237899,""which"":97}
task-1-keypress_before_show_prompt_count: 0
task-1-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-1-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-1-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-1-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-1-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise8.png
task-1-reaction-time: 592
task-1-time-of-doTask: 1302073836592
task-1-time-of-keypress: 1302073837900
task-1-time-of-showCharacters: 1302073837308
task-10-are-same: false
task-10-character-0-alphabet: sylheti
task-10-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/atsvyyxllweh28h5n03.png
task-10-character-0-character-number: 28
task-10-character-0-id: atvyxlwe5n03
task-10-character-1-alphabet: tagalog
task-10-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1tyoavlglua06yv1c9h.png
task-10-character-1-character-number: 06
task-10-character-1-id: a1yovlluv1c9h
task-10-is-correct-answer: true
task-10-keypress: {""altKey"":false,""charCode"":97,""ctrlKey"":false,""keyCode"":0,""metaKey"":false,""shiftKey"":false,""timeStamp"":1301728267958,""which"":97}
task-10-keypress_before_show_prompt_count: 0
task-10-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise1.png
task-10-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-10-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-10-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-10-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise9.png
task-10-reaction-time: 517
task-10-time-of-doTask: 1302073866084
task-10-time-of-keypress: 1302073867958
task-10-time-of-showCharacters: 1302073867441
task-100-are-same: true
task-100-character-0-alphabet: atemayar
task-100-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/axa5gtghehjm10d0o6g.png
task-100-character-0-character-number: 10
task-100-character-0-id: ax5gghhj0o6g
task-100-character-1-alphabet: atemayar
task-100-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/avalbtkme6qm10ipb1s.png
task-100-character-1-character-number: 10
task-100-character-1-id: avlbkm6qpb1s
task-100-is-correct-answer: true
task-100-keypress: 
task-100-keypress_before_show_prompt_count: 
task-100-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-100-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-100-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-100-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-100-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-100-reaction-time: -1
task-100-time-of-doTask: 1302074191175
task-100-time-of-keypress: 
task-100-time-of-showCharacters: 1302074192624
task-101-are-same: true
task-101-character-0-alphabet: korean
task-101-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1kmaonxrzoe28lpzden.png
task-101-character-0-character-number: 28
task-101-character-0-id: a1manxzopzden
task-101-character-1-alphabet: korean
task-101-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3kd7oxwrp0e28ygand5.png
task-101-character-1-character-number: 28
task-101-character-1-id: a3d7xwp0gand5
task-101-is-correct-answer: true
task-101-keypress: 
task-101-keypress_before_show_prompt_count: 
task-101-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-101-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-101-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise6.png
task-101-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise4.png
task-101-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise3.png
task-101-reaction-time: -1
task-101-time-of-doTask: 1302074197652
task-101-time-of-keypress: 
task-101-time-of-showCharacters: 1302074199233
task-102-are-same: true
task-102-character-0-alphabet: sylheti
task-102-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3spkyunl3oh19znkucn.png
task-102-character-0-character-number: 19
task-102-character-0-id: a3pkun3onkucn
task-102-character-1-alphabet: sylheti
task-102-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a1sj8ys7lgih19uyto4a.png
task-102-character-1-character-number: 19
task-102-character-1-id: a1j8s7giyto4a
task-102-is-correct-answer: true
task-102-keypress: 
task-102-keypress_before_show_prompt_count: 
task-102-noise-image-0-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise7.png
task-102-noise-image-1-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-102-noise-image-2-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise2.png
task-102-noise-image-3-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise0.png
task-102-noise-image-4-url: http://jgross.scripts.mit.edu/alphabets/images/strokeNoise5.png
task-102-reaction-time: -1
task-102-time-of-doTask: 1302074204261
task-102-time-of-keypress: 
task-102-time-of-showCharacters: 1302074204941
task-103-are-same: true
task-103-character-0-alphabet: tagalog
task-103-character-0-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/ajtf6a6jgwea057n7bx.png
task-103-character-0-character-number: 05
task-103-character-0-id: ajf66jwen7bx
task-103-character-1-alphabet: tagalog
task-103-character-1-anonymous_url: http://scripts.mit.edu/~jgross/alphabets/results/accepted-images/a3tqaat9gqka056qumi2.png
task-103-character-1-character-number: 05
task-103-character-1-id: a3qat9qkqumi2
task-103-is-correct-answer: true
task-103-keypress: 
